season,week,home,road,line,actual,hscore,vscore,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linedunk,linebill,linebihl,lineround,linefei,linemedian,lineharville,linesaggm,lineespn,linefox,lineopen,linepig,linecons,linecong,linepibias,linel2,lineteamrank,lineash,linepimean,lineca,linekeep,linekerns,linel2hf,linelog,linedwig,linepiratings,linetalis,linedonchess,linefeng,linemidweek,lineclean,linecurry,linepugh,linestd,total,phcover,phwin
2023,13,Georgia Southern,Old Dominion,6.0,-3,17,20,6.17,7.83,7.41,9.99,5.6,8.04,6.0,9.0,6.58,8.0,5.72,8.49,8.94,7.86,6.28,2.65,6.0,6.25,10.01,7.93,8.68,4.21,,2.1,6.59,6.59,7.38,8.1,7.0,7.0,2.0,,12.13,5.8,3.98,7.6,,6.3,6.0,6.8,2.5,8.07,0.84,3.0,7.0,4.77,8.9,,6.0,2.5,1.51,6.35,2.48,37,0.5069517596,0.652045329
2023,13,Georgia Tech,Syracuse,6.5,9,31,22,2.24,5.39,0.55,-0.49,4.3,1.8,2.46,4.0,5.12,7.0,2.43,5.53,-0.24,0.99,3.98,7.31,-1.0,5.35,4.05,5.46,0.85,6.39,,4.5,4.3,0.61,1.58,1.58,6.0,4.5,4.0,,-1.6,5.3,7.77,2.0,,4.9,6.5,11.3,6.6,4.16,1.02,6.0,4.3,4.42,3.4,,6.5,1.0,5.58,3.37,2.75,53,0.4378557426,0.5975556494
2023,13,Houston,Oklahoma St.,-6.5,-13,30,43,-9.24,-8.97,-9.96,-5.19,-9.3,-8.43,-10.14,-8.0,-6.59,-9.5,-8.96,-10.25,-7.01,-7.69,-7.71,-8.51,-11.0,-3.45,-6.87,-13.0,-4.8,-9.56,,-9.7,-7.85,-6.71,-9.28,-5.74,-4.0,-7.0,-7.0,,0.09,-7.2,-10.12,-5.4,,-6.8,-6.5,-10.9,-6.1,-3.54,-2.44,-17.0,-6.6,-6.77,-4.8,,-7.0,7.5,-12.8,-7.84,3.75,73,0.470434714,0.3182316526
2023,13,Indiana,Michigan St.,3.5,-3,21,24,0.21,3.22,0.72,2.08,3.85,6.51,0.49,4.0,6.48,4.5,0.8,1.46,1.98,2.18,3.14,2.13,-1.0,7.35,2.67,5.27,3.49,4.03,,3.9,3.26,1.13,-1.11,2.26,6.0,5.0,3.0,,-2.25,2.6,5.46,3.3,,3.9,3.5,6.2,3.7,-3.01,0.18,7.0,3.2,3.89,3.5,,3.5,2.5,-0.42,4.87,2.22,45,0.4910404,0.5776571547
2023,13,Iowa,Illinois,3.0,2,15,13,11.49,13.09,14.54,15.66,12.41,14.74,11.5,12.0,12.98,12.5,10.46,13.15,9.13,13.65,11.04,13.34,9.0,13.05,5.75,10.14,7.83,12.35,,10.1,11.5,10.24,13.8,9.86,10.0,4.0,9.0,,11.01,6.1,13.48,10.6,,7.2,4.5,10.7,9.0,5.41,1.62,9.0,5.9,14.25,7.3,,3.0,3.0,11.93,13.11,2.87,28,0.6909043507,0.7531359358
2023,13,Iowa St.,Texas,-7.5,-10,16,26,-7.75,-12.45,-6.31,-7.48,-7.74,-9.3,-6.45,-10.0,-11.14,-14.0,-8.66,-13.16,-7.87,-6.37,-9.53,-4.51,-8.0,-8.25,-9.55,-12.32,-10.4,-8.96,,-8.3,-9.64,-9.73,-10.62,-11.58,-6.0,-9.0,-6.0,,-12.84,-12.1,-9.78,-13.2,,-11.5,-7.5,-6.6,-10.7,-15.19,-2.9,-9.0,-12.2,-10.51,-16.5,,-7.5,-3.0,-7.36,-10.69,2.92,42,0.4499600329,0.2774607684
2023,13,Jacksonville St.,Louisiana Tech,8.0,39,56,17,9.57,17.28,10.48,17.41,11.93,16.5,11.14,18.0,12.12,17.0,7.33,20.07,12.17,13.57,13.42,15.73,12.0,18.85,8.32,6.62,20.72,13.13,,10.2,12.45,11.92,9.72,11.14,15.0,7.5,22.0,,19.26,12.5,12.73,9.5,,12.0,9.0,13.8,10.3,10.7,4.15,12.0,12.4,13.66,6.8,,8.0,7.0,22.64,13.76,4.16,73,0.6294061293,0.7932586826
2023,13,James Madison,Appalachian St.,9.5,-3,23,26,8.3,19.31,6.14,13.13,8.66,11.13,8.57,22.0,12.21,22.5,7.02,23.15,10.21,13.04,12.41,11.21,9.0,14.35,10.73,17.64,17.67,12.81,,11.2,11.21,10.33,9.98,9.1,10.0,12.0,14.0,,11.56,11.3,12.9,10.8,,10.5,9.5,12.8,11.4,18.47,12.92,13.0,9.9,9.66,7.4,,8.5,7.5,18.7,10.86,4.37,49,0.5701475503,0.7745057798
2023,13,Kansas,Kansas St.,-9.5,-4,27,31,-8.93,-3.27,-12.29,-18.15,-8.51,-9.51,-11.18,-5.0,-12.81,-3.5,-10.01,1.86,-13.05,-3.33,-8.69,-5.16,-6.0,-13.15,-5.56,-11.25,3.76,-8.96,,-10.3,-9.47,-8.7,-5.45,-11.93,-11.0,-7.5,-6.0,,-10.09,-8.8,-12.88,-11.6,,-8.9,-9.5,-13.1,-13.0,3.31,-0.2,-13.0,-8.5,-10.55,-4.6,,-9.5,0.5,-9.43,-12.0,4.71,58,0.5195070738,0.2998627278
2023,13,LSU,Georgia St.,32.0,42,56,14,29.22,19.8,28.61,22.94,24.78,33.43,32.69,24.0,34.24,20.0,29.47,12.04,27.47,14.92,29.27,22.91,15.0,39.45,28.49,35.93,12.57,23.26,,28.8,29.35,28.75,25.75,31.9,36.0,30.5,34.0,,39.75,40.2,29.77,33.7,,38.3,32.0,42.8,37.8,41.15,3.91,33.0,40.4,33.34,27.5,,32.0,11.0,33.0,34.67,8.28,70,0.4394067215,0.9489505571
2023,13,Liberty,Massachusetts,27.5,24,49,25,29.57,30.44,28.04,28.71,24.6,29.9,31.25,34.0,29.25,31.5,30.13,31.07,26.62,18.07,28.09,22.62,25.0,32.25,22.56,20.77,25.59,24.95,,30.2,28.56,25.76,29.37,24.46,31.0,27.5,30.0,,18.83,28.4,30.12,27.7,,27.8,27.5,31.9,28.1,19.48,12.7,28.0,26.6,21.22,25.0,,27.5,20.5,38.49,31.9,4.72,74,0.5142100371,0.9550758768
2023,13,Maryland,Michigan,-18.5,-7,24,31,-19.93,-20.59,-21.78,-26.65,-16.49,-21.86,-23.04,-24.0,-25.08,-25.0,-17.88,-18.18,-23.73,-10.81,-21.97,-24.45,-18.0,-26.65,-17.3,-29.34,-14.86,-18.43,,-24.1,-23.37,-20.19,-18.94,-20.31,-24.0,-21.0,-24.0,,-27.31,-25.1,-22.71,-22.6,,-24.6,-19.0,-26.2,-19.4,-35.07,-21.14,-28.0,-23.7,-20.68,-24.0,,-18.5,-5.0,-26.49,-24.47,4.63,55,0.4168968224,0.0919941691
2023,13,Memphis,SMU,-8.5,-4,34,38,-6.8,0.59,-4.06,-5.35,-3.84,-9.41,-9.53,-1.0,-12.93,3.5,-7.32,7.88,-5.47,-0.65,-5.55,-2.28,-5.0,-11.15,-3.65,-7.3,4.31,-4.48,,-6.7,-5.73,-6.18,-2.45,-9.49,-6.0,-7.5,-7.0,,-9.87,-4.5,-9.47,-8.5,,-4.4,-8.0,-15.6,-11.3,-20.99,2.5,-12.0,-4.1,-4.35,-3.4,,-8.0,-0.5,-6.5,-10.72,4.76,72,0.5706405733,0.3688535685
2023,13,Miami (Fla.),Louisville,-1.0,-7,31,38,-1.8,-4.43,-3.72,-3.29,-3.66,0.21,-1.68,-6.0,-1.2,-6.5,-2.04,-6.18,-1.19,-2.72,-2.77,-2.09,-5.0,-5.25,5.32,-4.63,-4.84,-2.05,,-0.7,-2.53,-5.68,-2.35,1.39,-1.0,-1.0,-4.0,,2.38,-7.1,-1.01,0.0,,-6.1,-1.0,-3.3,0.9,21.38,-1.37,-7.0,-6.9,-2.16,1.6,,-1.0,0.5,-10.72,-2.73,2.99,69,0.4563723045,0.4319210589
2023,13,Miami (Ohio),Buffalo,8.5,13,23,10,12.4,22.34,9.23,14.67,12.97,14.02,11.96,19.0,19.25,18.0,11.81,24.01,13.82,16.7,14.9,18.15,14.0,15.05,12.49,13.18,17.12,14.4,,11.5,14.85,12.56,15.11,14.7,15.0,9.0,17.0,,15.47,12.6,15.24,13.8,,11.8,10.0,15.7,16.0,24.91,2.88,15.0,11.2,8.57,15.0,,8.5,6.5,20.92,18.27,3.54,33,0.6530205369,0.8201900887
2023,13,Middle Tenn.,UTEP,7.5,4,34,30,7.76,7.28,8.02,8.36,8.8,14.91,9.47,7.0,10.51,8.0,7.33,5.54,11.44,8.0,9.17,9.1,4.0,11.45,7.58,10.21,9.0,7.97,,10.8,8.9,5.7,5.65,9.14,13.0,7.5,10.0,,11.15,7.9,9.45,9.3,,7.6,7.5,12.9,7.8,-4.49,0.9,11.0,8.2,8.73,9.0,,7.5,7.5,13.72,10.04,2.21,64,0.54149233,0.716383558
2023,13,Mississippi,Louisiana-Monroe,37.5,32,35,3,37.34,35.88,36.32,33.01,32.15,35.2,38.81,33.0,38.8,32.0,37.43,34.3,36.8,18.6,36.2,27.12,25.0,36.95,37.15,41.38,26.63,31.74,,31.7,37.08,38.35,39.21,38.99,34.0,36.5,44.0,,43.18,44.4,36.69,38.4,,41.6,37.5,40.0,42.3,39.89,7.2,40.0,43.5,37.01,35.5,,37.5,12.0,37.52,41.01,6.73,38,0.4699488433,0.9821160876
2023,13,Mississippi St.,Southern Miss.,14.5,21,41,20,16.93,12.24,24.61,4.81,14.04,11.7,16.36,11.0,16.52,10.0,18.51,9.92,19.67,11.49,16.19,8.37,4.0,14.95,19.29,28.22,12.04,13.71,,14.3,16.4,20.45,18.27,17.77,16.0,13.5,17.0,,17.26,21.7,17.31,18.1,,22.0,14.5,15.9,22.2,23.03,2.32,16.0,22.6,16.44,22.5,,14.5,9.0,12.05,20.62,5.17,61,0.5403121112,0.833896026
2023,13,Missouri,Florida,11.0,2,33,31,8.79,16.3,5.22,15.95,15.18,9.08,8.88,15.0,13.21,17.5,8.44,17.96,9.44,13.74,12.97,15.85,9.0,17.65,7.84,12.51,13.99,13.78,,15.0,13.37,8.91,9.78,11.12,12.0,11.0,16.0,,12.19,10.3,14.81,9.9,,10.3,11.0,21.6,13.9,14.93,2.66,14.0,9.7,13.53,12.8,,11.0,7.5,18.32,16.34,3.71,64,0.5480930938,0.7868717827
2023,13,Navy,East Carolina,3.0,10,10,0,-0.47,5.65,0.39,4.98,-0.38,2.7,-0.67,4.0,-2.37,5.0,-1.88,9.98,1.25,5.72,1.41,1.72,3.0,-1.25,4.04,10.37,3.43,1.06,,0.4,1.0,-1.66,0.86,-4.11,0.01,3.0,1.0,,-2.35,5.8,-0.34,-0.1,,4.0,3.0,-3.4,0.3,-6.73,0.67,-4.0,4.9,-6.2,3.1,,3.0,1.0,6.01,-4.61,3.58,10,0.4610823329,0.5345236114
2023,13,Northern Ill.,Western Mich.,5.0,24,24,0,2.84,-0.16,1.01,5.33,5.16,3.92,1.74,1.0,2.81,1.5,5.14,-1.76,2.5,3.46,3.19,-0.64,1.0,3.65,8.88,10.21,0.42,4.71,,6.1,2.82,1.66,2.57,5.19,1.0,5.0,-1.0,,3.6,2.7,6.37,4.4,,1.6,5.0,1.5,10.3,3.71,-0.56,-2.0,2.3,5.8,3.8,,5.0,7.0,-6.21,5.83,3.2,24,0.4555041946,0.5780788341
2023,13,Northwestern,Purdue,-3.0,8,23,15,1.97,4.88,-2.24,9.36,3.06,0.72,1.39,5.0,2.64,4.5,1.3,6.07,-1.98,5.9,1.97,5.15,3.0,1.95,-0.9,2.53,1.08,4.66,,2.3,1.94,-0.75,3.59,1.06,1.0,1.5,4.0,,-5.72,-1.0,5.17,0.1,,-1.4,-1.5,-0.8,1.2,11.06,0.9,1.0,-1.5,4.97,-1.6,,-3.0,1.0,4.61,1.93,2.85,38,0.6210182099,0.54860845
2023,13,Notre Dame,Wake Forest,24.5,38,45,7,21.96,21.33,22.64,31.73,22.22,26.19,23.64,19.0,28.3,19.5,22.11,17.58,23.65,16.15,23.86,20.5,17.0,27.35,25.69,27.82,14.36,22.92,,23.1,23.66,20.31,21.17,24.39,26.0,24.5,19.0,,24.54,27.3,27.68,25.3,,26.1,24.5,31.6,29.8,15.78,2.94,27.0,25.5,22.81,25.0,,24.5,17.5,23.67,28.13,4.28,52,0.4844742886,0.9266445663
2023,13,Ohio,Central Mich.,11.0,14,34,20,9.87,12.29,10.33,18.49,11.55,13.57,9.88,12.0,14.61,11.0,9.61,11.05,12.94,12.29,12.5,11.5,8.0,11.75,14.83,16.07,14.03,12.15,,15.9,12.05,9.79,11.09,10.13,12.0,10.0,10.0,,10.56,12.6,14.39,12.5,,12.0,11.0,13.6,15.5,5.65,1.25,10.0,12.1,11.96,15.0,,11.0,7.5,12.81,13.44,2.51,54,0.5371800896,0.7816466778
2023,13,Ohio St.,Minnesota,28.0,34,37,3,26.41,26.7,28.39,34.31,25.45,32.31,28.74,26.0,30.87,28.0,25.34,24.45,28.6,17.51,28.44,28.43,19.0,33.65,25.73,28.65,27.52,28.02,,28.3,28.4,25.09,26.37,30.83,32.0,28.5,31.0,,24.01,29.1,33.52,28.4,,27.4,28.0,36.0,28.8,39.99,21.1,30.0,28.1,29.98,26.0,,27.5,15.5,34.76,31.74,4.21,40,0.5106865005,0.9583299872
2023,13,Oregon St.,Washington,2.5,-2,20,22,-0.38,-8.15,-0.87,8.85,-0.03,0.09,0.96,-7.0,-0.24,-10.5,-0.45,-12.4,2.07,-2.4,-1.33,-0.12,-4.0,5.85,-2.35,3.59,-9.19,-2.0,,-2.2,-0.96,-1.33,-3.85,-0.87,3.0,-1.0,0.01,,-2.67,-3.0,-1.27,-2.7,,-1.5,1.5,2.6,2.1,-10.28,-20.25,1.0,-2.4,-1.28,-3.3,,2.5,1.0,-0.5,-1.05,4.0,42,0.4075075186,0.4676235404
2023,13,Penn St.,Rutgers,20.5,21,27,6,21.55,16.73,28.19,26.68,20.99,22.93,23.45,15.0,23.04,16.0,21.81,13.33,28.28,14.93,22.76,20.53,12.0,28.95,21.59,23.36,15.6,19.02,,22.1,23.2,23.02,20.15,24.45,28.0,19.0,25.0,,26.71,27.9,24.29,23.0,,26.5,21.0,29.9,21.8,29.87,10.71,24.0,27.1,24.73,23.0,,20.5,13.0,24.33,26.15,4.69,33,0.5542981579,0.9154262683
2023,13,Pittsburgh,Boston College,2.5,8,24,16,4.06,-4.49,8.14,-3.07,-0.87,2.35,4.91,-4.0,3.84,-7.5,4.43,-8.97,4.35,-6.06,1.52,-0.98,-5.0,3.05,5.15,0.08,-0.14,-1.74,,2.5,2.2,3.4,2.21,6.52,9.0,1.0,1.0,,7.83,5.7,0.44,4.8,,6.1,2.5,-0.9,-1.7,-6.94,-1.61,-1.0,6.0,2.2,2.2,,2.5,7.0,-2.08,1.55,4.39,40,0.4762759317,0.5367660297
2023,13,San Jose St.,San Diego St.,14.5,11,24,13,13.55,16.86,10.16,17.41,15.62,19.6,15.88,16.0,22.41,16.0,13.47,13.87,12.5,13.71,16.18,17.18,11.0,22.25,11.39,18.44,9.12,14.83,,13.7,15.94,12.32,10.87,15.72,19.0,14.5,20.0,,16.38,16.1,16.96,16.0,,15.4,14.5,26.1,19.4,6.98,1.8,19.0,14.7,15.41,15.5,,14.5,8.5,23.97,20.1,3.97,37,0.5408877686,0.8386231669
2023,13,South Alabama,Marshall,11.0,28,28,0,6.98,5.2,5.07,15.98,5.46,12.22,7.63,7.0,11.8,6.5,8.67,1.64,8.63,5.79,9.66,6.99,6.0,16.35,8.31,18.33,2.94,8.27,,9.8,8.41,6.2,4.62,8.05,14.0,10.0,9.0,,19.74,14.6,11.19,11.0,,13.0,11.0,16.6,17.7,9.24,-0.44,7.0,14.0,7.15,7.8,,11.0,8.5,10.23,10.64,4.35,28,0.4675560553,0.7213697251
2023,13,South Carolina,Kentucky,2.0,3,17,14,2.21,-0.98,0.61,0.13,2.77,6.67,2.74,1.0,4.37,-1.0,3.05,-3.86,0.8,-2.87,2.01,-0.38,-4.0,6.35,-0.49,2.13,0.62,1.05,,0.7,2.25,1.67,0.42,2.93,7.0,-2.0,4.0,,2.33,1.5,2.29,2.5,,2.6,2.0,6.5,2.9,-4.79,-1.19,3.0,2.4,5.99,-1.9,,1.0,2.5,2.45,4.08,2.52,31,0.500248208,0.5497600838
2023,13,Stanford,California,-6.5,-12,15,27,-5.4,-4.51,-5.5,-12.21,-5.23,-9.04,-5.45,-5.0,-7.05,-2.5,-6.25,-3.13,-6.5,-2.72,-6.01,2.68,-8.0,-5.65,-7.49,-5.56,-1.56,-3.92,,-7.2,-5.61,-6.24,-5.57,-10.5,-5.0,-5.0,-2.0,,-13.69,-10.2,-6.84,-10.1,,-8.5,-6.5,-4.2,-9.0,-2.81,0.51,-6.0,-9.1,-9.14,-8.6,,-6.5,-3.0,-0.78,-8.55,3.19,42,0.5120711538,0.3552521079
2023,13,TCU,Baylor,13.0,25,42,17,12.41,10.91,11.61,19.1,15.81,13.54,12.37,12.0,17.1,11.5,14.23,7.58,12.57,12.72,13.26,13.04,9.0,14.95,12.6,9.54,6.55,13.73,,13.2,12.8,11.94,12.0,15.56,13.0,13.0,11.0,,12.88,11.0,17.13,13.9,,11.1,13.0,16.5,17.6,13.75,0.88,18.0,11.4,18.1,14.0,,13.0,9.0,12.28,17.69,3.0,59,0.5064204164,0.7941224345
2023,13,Tennessee,Georgia,-10.0,-28,10,38,-6.22,-10.86,-10.07,-7.68,-2.3,-8.61,-6.48,-12.0,-7.18,-13.0,-3.76,-12.85,-5.92,-6.86,-8.08,-9.59,-11.0,-8.65,-4.39,-6.93,-11.46,-5.02,,-7.2,-7.65,-7.62,-9.61,-7.3,-7.0,-10.0,-12.0,,-3.7,-12.2,-4.74,-7.5,,-10.4,-10.0,-10.9,-1.7,6.8,-12.55,-8.0,-11.4,-9.33,-15.0,,-10.0,0.5,-13.11,-7.48,3.32,48,0.5471167393,0.3091776131
2023,13,Texas Tech,Central Florida,2.5,1,24,23,3.75,3.52,5.12,-3.07,5.07,1.25,3.97,4.0,1.97,4.0,4.1,4.35,1.81,3.87,3.59,4.5,-2.0,2.35,4.48,4.41,3.76,2.85,,2.1,3.64,2.93,3.25,1.64,7.0,3.0,3.0,,5.29,8.5,2.19,2.7,,7.0,2.5,-1.0,-2.1,1.14,0.4,5.0,7.6,5.47,3.3,,2.5,-1.0,13.75,2.01,2.87,47,0.5269360167,0.588055933
2023,13,Texas-San Antonio,South Florida,15.5,28,49,21,17.03,12.65,15.86,13.87,12.73,14.48,18.57,15.0,18.07,13.0,16.16,9.73,15.66,12.88,16.68,16.09,9.0,21.85,15.3,22.23,13.19,13.58,,15.5,16.13,15.09,16.99,16.3,20.0,16.0,18.0,,28.71,14.2,16.57,16.5,,15.3,15.5,21.8,20.4,18.07,1.77,17.0,14.1,15.74,22.5,,15.5,12.5,19.22,18.15,3.62,70,0.5288855337,0.8471739121
2023,13,Troy St.,Louisiana-Lafayette,16.0,7,31,24,16.33,19.36,11.03,20.31,18.33,17.76,16.94,18.0,19.93,18.5,17.06,19.06,14.96,15.79,18.2,19.61,10.0,23.15,17.33,6.05,17.27,18.92,,17.5,18.0,14.41,16.17,14.5,18.0,15.5,23.0,,20.2,18.0,21.36,16.1,,16.5,16.0,25.0,23.8,18.55,2.93,24.0,17.5,19.79,17.0,,16.0,7.0,25.38,20.25,4.4,55,0.553121409,0.8653846105
2023,13,Tulsa,North Texas,-2.5,-7,28,35,-3.25,1.76,1.36,0.48,0.1,-0.04,-4.47,2.0,-1.4,3.0,-4.11,3.45,-4.2,1.51,-2.45,-1.18,-2.0,-4.65,-1.68,-16.19,6.16,-0.46,,-2.1,-1.84,-0.31,-0.94,-0.94,-2.0,-2.5,-5.0,,-6.64,-7.0,-2.68,-1.9,,-5.4,-2.5,-6.8,-1.3,-13.98,0.48,-11.0,-6.1,-3.6,-0.6,,-2.5,-4.0,-7.42,-1.79,4.07,63,0.501217239,0.4405766527
2023,13,UAB,Temple,7.5,10,34,24,9.1,8.0,14.32,7.76,8.08,13.73,10.47,11.0,9.57,11.0,9.6,7.16,16.71,5.26,10.53,4.6,4.0,13.55,10.98,22.91,5.05,9.24,,11.0,10.16,11.56,6.89,11.05,13.0,8.0,7.0,,7.31,10.1,11.75,9.2,,11.0,8.0,12.0,20.7,31.22,1.54,8.0,9.6,11.37,8.8,,7.5,10.0,10.21,9.25,3.73,58,0.5737012389,0.7407693493
2023,13,USC,UCLA,6.5,-18,20,38,7.62,8.76,5.69,-2.93,7.82,5.71,6.8,6.0,8.73,9.0,8.36,8.77,6.76,7.41,7.41,6.4,1.0,6.05,7.35,-3.46,7.55,8.6,,9.6,7.71,6.38,9.42,9.95,8.0,6.0,8.0,,10.44,6.8,10.31,9.4,,6.9,6.5,5.8,12.0,11.59,1.38,7.0,7.8,8.05,10.7,,6.5,4.0,9.0,9.98,2.96,58,0.5224702649,0.6768419677
2023,13,Utah St.,Boise St.,-3.5,-35,10,45,-6.08,0.37,-4.86,0.09,-1.68,-0.8,-6.43,2.0,-1.06,1.5,-5.67,1.15,-6.83,-1.62,-4.16,-2.23,-1.0,-6.15,-5.8,-10.08,0.15,-1.91,,-4.4,-4.08,-3.61,-6.9,-4.95,-3.0,-3.5,-6.0,,-12.61,-9.4,-2.96,-4.0,,-7.4,-3.5,-5.6,-7.6,21.6,-0.15,-5.0,-8.9,-4.16,-8.4,,-3.5,-3.0,-2.96,-2.69,3.29,55,0.4837629285,0.3987414298
2023,13,Virginia,Duke,-3.5,3,30,27,-8.88,-12.82,-6.89,-17.76,-11.83,-13.08,-6.73,-12.0,-13.36,-9.5,-11.35,-12.53,-11.83,-8.85,-10.08,-4.14,-12.0,-8.45,-6.51,-2.12,-11.87,-11.5,,-11.7,-10.95,-10.54,-12.0,-11.96,-7.0,-3.5,-6.0,,-14.83,-9.5,-13.41,-14.2,,-8.6,-4.5,-4.0,-8.6,-13.8,-1.79,-14.0,-8.3,-16.68,-7.4,,-3.5,-2.0,-5.82,-15.02,3.87,57,0.3435881325,0.2686546761
2023,13,Virginia Tech,NC St.,3.0,-7,28,35,-1.34,-2.46,-1.73,-6.3,1.93,1.38,-1.49,-2.0,0.31,-2.5,0.2,-3.93,0.25,-1.5,-0.75,0.65,-3.0,0.75,0.39,4.42,-1.9,-0.57,,-0.2,-1.0,-2.55,-3.17,-0.6,1.0,3.0,-4.0,,-2.85,-5.3,0.0,-1.0,,-4.4,2.0,4.7,4.6,16.97,-1.14,-1.0,-5.7,1.03,1.4,,3.0,4.5,-1.68,1.21,2.57,63,0.4078095101,0.4814014012
2023,13,Washington St.,Colorado,4.0,42,56,14,3.85,0.85,8.93,1.33,0.76,1.91,3.8,2.0,1.29,3.0,4.37,0.6,8.14,0.53,3.0,-0.12,2.0,0.05,7.47,1.98,1.0,0.83,,1.9,2.5,5.99,3.63,3.39,9.0,4.5,-3.0,,9.31,8.1,0.95,3.4,,6.1,4.0,3.5,-0.1,-9.92,-0.06,-2.0,6.3,-1.42,4.4,,4.0,8.5,4.02,-0.45,3.27,70,0.475402253,0.5734206128
2023,13,West Va.,Cincinnati,6.5,21,42,21,8.54,14.26,8.02,9.22,11.05,11.81,7.39,14.0,11.68,14.5,8.58,15.65,12.69,12.87,10.84,11.43,5.0,11.75,9.76,16.83,7.6,13.38,,11.6,11.21,8.16,11.37,5.91,10.0,6.5,8.0,,10.37,12.8,14.04,9.2,,10.9,7.5,9.4,9.0,12.86,1.98,15.0,12.9,11.82,7.3,,6.5,0.01,15.42,10.29,3.18,63,0.6056777066,0.7484308678
2023,13,Western Kentucky,Sam Houston St.,12.0,5,28,23,15.46,16.51,16.51,8.48,12.82,12.64,14.23,16.0,12.21,16.0,16.5,18.83,15.6,15.71,13.97,12.01,9.0,12.75,13.13,27.1,16.9,13.02,,11.6,13.53,13.74,18.54,13.31,18.0,13.0,10.0,,10.73,12.5,12.46,14.1,,12.2,12.0,14.1,9.7,20.31,3.01,11.0,14.4,15.56,7.0,,12.0,8.5,12.77,13.03,3.42,51,0.5482772378,0.8051754619
2023,13,Wisconsin,Nebraska,5.5,7,24,17,5.95,4.63,8.44,7.71,4.7,7.82,6.16,4.0,4.91,4.0,6.35,4.48,5.17,1.88,5.48,1.13,3.0,6.95,5.57,8.37,2.74,4.83,,5.3,5.23,6.2,5.6,7.86,5.0,4.5,3.0,,11.85,8.3,5.71,6.5,,7.3,5.5,4.4,5.6,11.95,0.48,3.0,8.3,5.59,3.8,,5.5,4.0,4.46,4.67,2.1,41,0.4995017264,0.6339082558
2023,13,Wyoming,Hawaii,13.5,33,42,9,13.26,14.88,11.94,12.47,11.64,17.35,13.94,13.0,12.29,13.0,12.99,16.26,15.24,10.95,13.62,8.04,9.0,11.65,14.98,25.81,17.68,12.57,,14.3,13.18,11.97,13.73,14.93,14.0,14.0,13.0,,15.31,17.0,13.98,13.1,,14.7,13.5,8.8,13.0,20.19,2.09,11.0,16.4,12.19,13.6,,13.5,6.5,13.34,12.48,3.18,51,0.5029571098,0.7999134942
2023,14,Akron,Ohio,-14.0,-11,14,25,-14.61,-19.02,-17.55,-18.12,-12.3,-17.01,-14.35,-14.0,-16.23,-16.5,-14.01,-20.51,-19.2,-11.58,-15.88,-11.94,-15.0,-15.35,-14.67,-15.73,-14.04,-16.03,-20.0,-17.6,-15.9,-14.47,-17.88,-13.34,-13.0,-14.0,-14.0,,-14.16,-16.2,-17.43,-15.3,,-15.7,-14.0,-18.0,-15.8,-27.42,-13.29,-20.0,-15.9,-17.29,-18.5,,-14.0,-1.5,-16.37,-17.26,3.32,39,0.4538549533,0.1637360403
2023,14,Appalachian St.,Georgia Southern,9.5,28,55,27,11.01,8.22,11.14,7.87,10.76,7.29,11.64,9.0,9.53,10.0,11.28,7.5,12.36,8.52,10.51,11.35,3.0,12.05,7.48,13.34,10.55,8.43,7.0,10.1,10.55,8.26,10.48,8.18,12.0,9.5,14.0,,10.11,11.8,10.17,6.8,,10.9,9.5,14.5,14.5,6.69,0.97,16.0,10.9,11.41,7.7,,8.5,8.0,18.65,11.2,2.75,82,0.524993016,0.7429092239
2023,14,Arizona St.,Arizona,-12.5,-36,23,59,-10.04,-14.56,-6.46,-24.19,-11.03,-18.14,-10.96,-13.0,-17.42,-15.0,-9.55,-13.01,-11.49,-9.46,-13.68,-9.87,-17.0,-18.95,-10.89,-18.06,-12.88,-13.74,-15.0,-13.8,-13.8,-12.49,-10.2,-14.95,-12.0,-12.5,-13.0,,-13.18,-13.9,-15.62,-13.8,,-14.6,-12.5,-16.6,-14.6,-21.26,-2.11,-16.0,-13.8,-17.15,-15.5,,-10.5,-2.5,-20.28,-16.41,3.87,82,0.4712153814,0.2012386552
2023,14,Arkansas,Missouri,-8.5,-34,14,48,-4.48,-16.63,-3.65,-11.31,-7.77,-7.72,-3.77,-14.0,-10.16,-15.5,-2.65,-20.11,-7.61,-9.01,-10.24,-9.08,-11.0,-13.05,-6.57,-17.81,-8.55,-12.94,-16.0,-12.7,-9.08,-7.17,-8.24,-8.1,-5.0,-7.0,-11.0,,-8.75,-5.9,-12.99,-7.9,,-5.3,-8.5,-17.4,-12.0,-31.4,-3.78,-14.0,-5.9,-7.59,-12.2,,-8.0,-1.5,-14.95,-11.74,4.7,62,0.458150337,0.2681267601
