season,week,home,road,line,actual,hscore,vscore,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,linewayward,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linedunk,linebill,linepugh,linebihl,linecurry,lineround,lineclean,linefei,linemedian,lineharville,linesaggm,linemidweek,linedonchess,lineespn,linetalis,lineopen,linepig,linepiratings,linecons,linecong,linedwig,linepibias,linel2,lineteamrank,linelog,linepimean,lineca,linel2hf,linekerns,linekeep,linebig200,linecfp,linestd,total,phcover,phwin
2024,14,Maryland,Iowa,-4.0,-16,13,29,-9.41,1.04,-7.11,-10.46,-9.56,-13.92,-11.58,-8.83,-7.0,9.36,-5.5,-9.8,-3.43,-5.72,-6.78,-8.45,-11.29,-8.0,-16.05,-7.41,-14.15,-0.8,-11.08,-8.41,-8.33,,3.0,-9.6,-9.21,-5.95,-8.61,-6.5,-6.7,-9.46,-11.37,-2.5,-9.0,-11.4,-13.3,-15.12,-16.0,-11.6,-9.89,-9.9,-1.03,-11.6,-5.0,-4.34,-4.85,-15.27,-5.54,,5.06,42,0.3946930135,0.3060054822
2024,14,Miami (Fla.),Wake Forest,24.0,28,42,14,21.54,13.98,17.88,35.1,23.99,24.13,23.97,17.75,30.0,16.15,33.5,19.86,12.82,23.07,16.49,24.05,18.24,20.0,24.75,24.54,20.57,25.4,27.69,24.25,23.44,,13.0,25.3,24.06,23.47,23.42,25.0,23.0,27.27,27.4,23.5,21.0,28.3,30.45,23.12,23.0,28.8,29.32,26.2,3.1,28.6,24.0,27.22,34.7,24.75,22.93,,5.26,56,0.5011927526,0.9247957307
2024,14,Miami (Ohio),Northern Ill.,2.0,11,20,9,6.35,14.85,7.39,-5.09,4.55,-1.15,6.75,6.48,2.0,11.35,0.5,7.1,16.72,4.91,0.97,5.06,2.89,-1.0,7.05,2.78,6.08,10.84,3.92,2.79,10.21,,3.5,2.9,4.01,3.38,5.67,2.0,2.4,3.39,2.62,3.5,8.0,8.2,2.82,8.09,2.0,8.2,3.5,3.9,0.42,7.9,2.0,-9.08,4.1,6.24,-0.97,,4.11,29,0.5740174828,0.6211795785
2024,14,Michigan,Northwestern,10.5,44,50,6,12.28,30.34,23.1,7.23,9.28,12.42,14.16,13.36,8.0,31.93,10.0,11.63,29.48,14.96,6.2,12.85,8.5,4.0,12.95,10.7,10.49,7.38,10.11,7.67,18.29,,10.0,12.0,11.56,12.78,12.35,10.5,12.1,12.08,8.72,13.0,12.0,14.9,18.2,10.85,9.0,16.0,8.35,11.5,1.5,15.3,10.5,1.3,10.7,10.98,9.51,,6.19,56,0.5548440506,0.7746057668
2024,14,Michigan St.,Purdue,14.0,7,24,17,11.42,0.44,7.92,20.95,10.15,14.61,12.61,12.16,15.0,-2.89,18.0,10.25,2.24,10.74,13.89,13.17,14.01,10.0,13.55,17.3,14.22,12.63,13.97,15.04,16.24,,4.0,14.8,13.8,12.2,12.54,13.5,22.5,12.75,14.38,14.0,14.0,10.9,17.85,12.01,12.0,10.5,19.28,13.7,13.28,11.0,14.0,13.29,19.7,15.27,18.43,,5.0,41,0.4801114829,0.7856361837
2024,14,Middle Tenn.,New Mexico St.,3.5,-15,21,36,3.96,-6.91,4.66,-0.47,5.06,4.68,1.71,6.36,6.0,-2.07,8.5,4.8,-9.51,6.53,5.66,3.72,3.06,2.0,2.05,10.06,-3.78,2.01,5.2,4.23,2.62,,7.0,2.0,4.95,4.21,5.19,3.0,5.0,8.38,4.55,5.5,0.01,5.7,4.9,0.36,-1.0,5.2,5.24,6.3,0.65,5.8,3.5,6.33,6.6,5.38,6.01,,3.81,57,0.5053762853,0.5901301192
2024,14,Minnesota,Penn St.,-11.5,-1,25,26,-9.16,-17.6,-11.95,-11.55,-4.24,-6.16,-11.27,-8.71,-10.0,-26.1,-14.0,-7.46,-13.01,-14.08,-7.35,-10.89,-8.33,-9.0,-12.85,-8.58,-15.69,-14.43,-7.9,-8.88,-11.33,,-7.0,-11.8,-10.78,-9.59,-10.55,-11.5,-11.9,-9.85,-7.77,-12.0,-12.0,-13.3,-6.3,-8.72,-11.0,-14.0,-8.98,-11.1,-10.65,-13.4,-11.5,-15.87,-13.05,-11.46,-9.68,,3.62,51,0.5149421027,0.2518090733
2024,14,Mississippi St.,Missouri,-8.0,-19,20,39,-9.6,-19.28,-6.22,-20.1,-5.19,-5.87,-8.18,-5.74,-14.0,-19.54,-14.5,-7.81,-19.13,-8.37,-9.22,-10.86,-11.26,-12.0,-9.55,-8.46,-10.5,-11.51,-7.74,-10.35,-14.32,,-3.5,-10.6,-10.05,-8.32,-13.86,-7.5,-12.1,-8.15,-7.98,-7.5,-12.0,-10.1,-21.7,-12.06,-12.0,-9.7,-9.73,-10.0,-12.84,-10.1,-8.0,-17.47,-7.25,-5.95,-12.54,,4.2,59,0.43086503,0.2541883262
2024,14,Nebraska,Wisconsin,1.0,19,44,25,0.17,-2.17,-3.31,2.22,-0.65,-1.61,0.73,-2.72,1.0,-2.09,2.0,-1.22,-2.21,-2.73,2.92,-1.25,0.7,-1.0,-4.05,-1.06,-7.52,2.93,-2.18,-0.8,-1.41,,2.0,0.8,-1.22,-1.46,0.68,2.5,0.5,-1.07,-1.78,2.5,,-3.5,0.01,-5.53,-5.0,-3.5,-1.42,-0.3,-0.07,-3.2,0.5,-0.39,-1.9,-5.15,0.77,,2.38,69,0.4442633661,0.4689651437
2024,14,Nevada,Air Force,2.5,-3,19,22,-0.1,-20.05,-2.19,6.18,9.63,2.66,2.58,-2.17,5.0,-21.56,8.0,-1.95,-19.23,5.65,6.63,1.99,3.44,1.0,6.35,1.2,0.43,0.36,8.27,5.44,-5.1,,-0.5,6.3,2.62,2.12,-1.04,3.5,1.9,8.05,8.64,4.5,-1.0,0.8,5.07,0.8,11.0,1.7,6.78,3.8,0.29,1.1,2.5,8.33,6.7,5.87,6.66,,7.0,41,0.4882756772,0.5456543263
2024,14,North Texas,East Carolina,3.0,-12,28,40,2.74,8.43,1.58,-2.42,4.24,-0.7,0.62,3.49,2.0,1.69,2.5,2.9,12.06,7.8,3.31,3.58,4.19,-4.0,3.55,4.55,4.78,1.58,4.64,4.87,-2.72,,5.0,6.3,3.08,2.62,4.4,3.0,2.7,2.85,4.22,2.5,1.0,0.7,3.15,2.34,3.0,1.0,6.01,2.9,0.54,2.0,3.0,26.27,7.9,5.39,8.94,,2.9,68,0.5143349493,0.5877797382
2024,14,Notre Dame,Army,14.0,35,49,14,20.64,25.64,22.51,11.89,17.96,17.46,25.47,19.54,6.0,36.81,11.5,19.84,19.63,23.51,7.37,18.28,13.17,3.0,28.55,13.1,28.33,4.77,18.51,14.27,18.66,,3.0,9.7,19.59,21.59,19.64,14.5,14.0,17.47,16.28,17.0,24.0,26.0,10.44,22.42,24.0,26.6,21.6,22.4,-7.42,25.3,14.5,9.89,12.75,19.74,9.34,,7.66,63,0.5959291254,0.8501572541
2024,14,Ohio St.,Indiana,10.5,23,38,15,11.55,31.96,15.65,8.11,7.36,5.1,13.51,11.21,4.0,30.98,7.0,10.37,32.48,17.43,4.67,11.12,7.24,-2.0,6.95,11.12,7.15,7.67,5.78,5.43,10.7,,11.5,13.3,9.85,7.87,12.28,13.0,19.0,9.03,6.53,11.5,13.0,11.1,4.9,19.07,3.0,12.3,7.18,11.2,8.97,12.8,10.5,1.07,8.15,9.32,10.66,,7.1,53,0.5142193715,0.738719959
2024,14,Oklahoma,Alabama,-14.0,21,24,3,-10.02,-4.45,-11.96,-15.73,-13.45,-18.96,-14.38,-14.33,-12.0,0.98,-17.5,-8.33,-7.37,-12.96,-8.4,-12.78,-12.7,-15.0,-14.85,-9.85,-18.37,-8.89,-17.18,-15.09,-19.08,,-2.0,-13.1,-13.14,-11.96,-9.52,-13.5,-9.7,-13.17,-17.35,-13.0,-10.0,-12.6,-9.8,-10.98,-22.0,-14.5,-18.81,-14.0,-1.65,-13.9,-14.0,-21.08,-13.95,-14.52,-12.4,,4.5,27,0.5294705813,0.2193050352
2024,14,Oklahoma St.,Texas Tech,-4.5,-8,48,56,-0.18,7.12,2.05,-9.77,-0.83,1.49,-0.01,-3.98,-8.0,3.55,-11.5,-0.83,9.05,-2.49,-3.35,-2.96,-5.37,-9.0,-10.25,-2.23,-6.56,-2.52,-1.49,-7.28,-11.17,,1.0,-7.2,-2.36,-0.53,-0.08,-3.0,-2.9,0.31,-1.14,-4.0,-2.0,0.01,-10.77,5.57,-6.0,-0.7,-7.11,-0.5,-1.86,-0.7,-4.5,-5.06,-5.1,-4.97,-3.85,,5.0,104,0.5368636234,0.4294164469
2024,14,Old Dominion,Marshall,3.0,-7,35,42,0.91,3.07,-0.55,-1.65,1.5,-2.38,1.14,1.74,-2.0,3.78,-3.5,2.44,2.68,0.15,-2.39,1.39,2.48,-7.0,3.45,1.92,3.68,-6.35,1.97,1.78,1.88,,5.5,4.5,1.94,-0.44,-1.02,2.0,2.4,0.05,1.29,1.5,-4.0,3.8,-5.95,2.62,2.0,4.1,4.56,1.7,-0.8,3.9,3.0,-1.75,7.9,2.32,3.47,,3.35,77,0.4604760658,0.5341373946
2024,14,Oregon St.,Washington St.,-11.0,3,41,38,-8.67,11.29,-3.36,-9.1,-7.65,-8.55,-9.52,-6.85,-14.0,9.44,-18.0,-9.26,12.29,-3.97,-7.28,-8.8,-9.69,-15.0,-11.45,-9.86,-12.86,-3.94,-12.32,-12.05,-13.97,,1.0,-10.8,-9.54,-8.21,-8.9,-12.5,-16.5,-9.55,-13.35,-12.5,-11.0,-7.0,-19.95,-4.87,-15.0,-7.0,-13.36,-9.2,-3.66,-7.5,-11.0,1.37,-10.0,-15.12,-16.55,,6.84,79,0.550640625,0.3053339873
2024,14,Rutgers,Illinois,2.0,-7,31,38,1.12,8.74,-0.31,-0.1,0.48,-3.82,0.99,-0.33,-2.0,9.92,-2.0,1.84,8.11,-2.52,-0.68,0.44,0.08,-5.0,-1.45,1.91,-2.27,0.15,-0.98,0.39,-0.93,,-0.5,1.6,0.04,0.9,0.29,-1.0,-0.3,1.29,-0.75,1.5,-1.0,2.7,-5.95,-2.86,-2.0,1.7,1.7,0.01,-0.88,3.7,2.0,-7.85,1.5,-0.15,1.17,,3.03,69,0.46155112,0.5108600574
2024,14,San Jose St.,UNLV,-7.5,-11,16,27,-9.26,1.35,-4.49,-9.76,-8.85,-13.34,-10.63,-3.67,-11.0,4.69,-11.5,-9.12,-0.44,-7.31,-6.27,-8.42,-7.42,-11.0,-9.05,-10.63,-9.3,-1.15,-14.33,-11.17,-5.53,,7.0,-9.2,-9.23,-7.87,-9.66,-8.0,-10.2,-8.92,-13.73,-7.5,-8.0,-8.6,-16.45,-9.43,-16.0,-9.5,-13.36,-13.9,-2.83,-9.7,-7.5,-18.83,-4.2,-8.8,-10.7,,4.95,43,0.4779394075,0.306304637
2024,14,South Florida,Tulsa,17.5,33,63,30,19.42,11.1,12.52,13.12,19.33,21.11,20.06,16.09,20.0,11.27,20.0,21.1,10.99,12.3,14.32,19.17,15.98,10.0,24.15,18.23,21.68,17.41,25.1,21.19,18.99,,8.5,24.1,20.0,16.89,19.15,17.5,21.5,19.81,23.71,15.5,21.0,22.4,16.27,24.87,21.0,24.0,25.47,22.2,1.63,23.3,17.5,5.15,18.7,24.97,21.38,,4.62,93,0.5402309379,0.8768863322
2024,14,Southern Miss.,South Alabama,-23.5,-21,14,35,-16.91,-11.7,-19.4,-27.9,-15.03,-20.16,-20.68,-17.61,-20.0,-18.15,-20.5,-19.36,-8.23,-24.31,-11.46,-19.5,-20.66,-22.0,-27.15,-17.86,-25.89,-14.5,-22.79,-19.18,-22.3,,-9.5,-23.2,-19.82,-19.64,-13.67,-21.5,-16.5,-20.41,-20.63,-22.5,-19.0,-22.1,-13.36,-16.35,-30.0,-23.5,-23.07,-22.0,-12.02,-22.5,-23.0,-24.64,-17.55,-24.28,-15.07,,4.77,49,0.5953375038,0.1197330101
2024,14,Syracuse,Connecticut,10.5,7,31,24,13.77,12.65,12.37,4.98,8.53,6.41,15.4,10.31,10.0,12.0,11.5,12.27,12.98,12.37,8.87,11.72,13.25,1.0,11.25,11.13,13.9,12.61,10.03,11.25,16.82,,3.0,11.9,11.95,12.28,15.11,10.5,8.0,7.02,9.69,10.5,22.0,14.5,17.15,12.44,9.0,15.0,12.52,11.3,2.14,14.9,10.5,22.18,11.15,11.11,12.64,,3.64,55,0.5298549889,0.7641089594
2024,14,TCU,Arizona,10.5,21,49,28,10.35,-9.99,11.68,11.92,8.72,10.49,13.19,12.43,12.0,-7.04,15.0,10.42,-11.57,12.57,9.09,9.15,8.09,6.0,12.35,11.26,6.79,4.72,12.02,9.27,8.51,,4.5,9.1,10.38,8.25,8.54,11.5,7.9,11.54,11.09,11.5,6.0,9.0,15.4,9.69,11.0,9.3,10.95,11.2,0.96,9.8,10.5,14.67,13.45,16.75,14.25,,5.7,77,0.4681041743,0.7062521226
2024,14,Tennessee,UTEP,40.5,56,56,0,38.55,29.56,42.71,38.01,39.02,42.41,42.5,38.24,31.0,32.9,33.5,37.61,27.77,44.13,19.15,40.0,34.39,25.0,45.65,40.55,46.57,41.05,52.21,38.35,43.15,,16.0,42.0,42.0,44.05,40.25,41.5,37.0,42.56,46.32,42.0,42.0,47.2,43.94,42.32,44.0,48.8,47.73,47.9,6.28,47.5,40.5,52.41,37.85,45.05,32.33,,7.55,56,0.4886541196,0.9885619984
2024,14,Texas,Kentucky,20.0,17,31,14,20.88,20.03,21.11,26.28,20.02,21.42,24.06,19.25,18.0,18.68,24.5,18.18,20.75,23.41,15.62,22.34,19.18,18.0,22.65,18.56,25.09,25.38,23.24,19.75,25.96,,15.0,21.6,21.95,21.89,22.92,20.5,23.5,25.47,21.62,19.5,16.0,28.2,24.85,22.56,22.0,28.3,22.89,21.6,3.3,27.8,20.0,20.36,23.5,27.2,21.08,,3.55,45,0.5571920623,0.9151819422
2024,14,Texas St.,Georgia St.,21.0,-8,44,52,21.2,3.14,12.92,26.87,19.46,23.33,24.23,17.73,19.0,6.04,21.0,22.1,1.57,12.51,16.03,19.2,17.95,19.0,28.15,19.66,24.6,13.53,22.35,20.31,23.35,,12.0,24.2,20.21,15.03,19.94,20.0,15.0,18.22,20.35,19.5,24.0,18.2,23.1,20.72,22.0,20.1,24.73,21.9,1.57,20.0,21.0,28.49,20.8,22.83,18.92,,5.87,96,0.4576529804,0.8716829407
2024,14,Texas-San Antonio,Temple,17.0,24,51,27,18.69,22.7,16.64,20.05,10.99,13.32,20.99,15.0,12.0,25.63,13.0,19.76,21.12,14.35,10.73,16.04,13.08,9.0,19.65,21.07,18.64,12.13,12.63,9.19,21.32,,10.5,9.7,14.72,14.43,17.48,16.5,13.7,16.64,11.46,17.0,20.0,19.7,9.78,23.6,13.0,21.3,11.59,16.0,0.5,20.6,17.0,21.71,27.35,14.2,13.63,,4.84,78,0.4769358664,0.8331032527
2024,14,Toledo,Ohio,1.5,-17,7,24,2.87,7.05,3.83,0.73,5.25,5.18,1.38,0.87,3.0,7.25,5.0,2.18,6.94,2.19,4.47,2.98,1.25,1.0,0.35,7.05,-4.18,2.12,4.3,0.96,-1.33,,4.5,2.3,2.94,4.41,4.86,1.5,3.3,4.41,4.87,3.0,0.01,2.2,4.55,7.83,-3.0,1.0,1.31,4.4,-0.32,1.2,1.5,6.79,-1.2,-0.26,10.32,,2.68,31,0.5366234404,0.5734261335
2024,14,UAB,Rice,-6.5,26,40,14,-4.17,-2.57,-1.34,-5.46,-3.51,-2.42,-5.73,-1.98,-3.0,-4.87,-4.0,-5.37,-1.33,-3.93,-2.6,-5.07,-4.97,-6.0,-8.25,-5.33,-4.54,-1.18,-5.06,-4.87,-9.45,,3.0,-5.1,-5.02,-5.4,-2.53,-6.5,-7.2,-6.2,-5.75,-6.5,-9.0,-9.9,-2.5,-10.77,-10.0,-10.7,-6.07,-6.4,-0.92,-9.4,-6.5,-7.59,-3.6,-6.73,-2.12,,2.94,54,0.5352900247,0.3767463106
2024,14,UCLA,USC,-4.5,-6,13,19,-4.18,-2.34,-6.23,-21.33,-7.38,-9.64,-4.72,-3.43,-3.0,-2.18,-1.5,-4.28,-2.42,-9.54,-4.66,-5.99,0.06,-7.0,-4.75,-8.73,-0.64,-1.8,-9.32,-6.16,2.81,,-1.5,-12.7,-6.02,-6.61,-4.46,-4.5,-7.5,-9.41,-9.2,-5.5,1.0,-10.8,-7.35,-6.4,-9.0,-10.5,-8.38,-9.0,0.4,-10.0,-4.5,0.12,-10.95,-3.49,-2.97,,4.33,32,0.463926046,0.3579240035
2024,14,Utah,Iowa St.,-6.5,-3,28,31,-3.93,4.33,-3.74,-4.21,-7.51,-6.54,-4.87,-7.14,-9.0,2.58,-14.0,-2.9,5.28,-6.63,-7.91,-6.75,-6.46,-8.0,-8.35,-6.03,-7.79,-7.34,-9.09,-11.83,-11.36,,-2.5,-10.6,-6.58,-6.04,-4.98,-7.5,-4.4,-4.8,-8.8,-5.0,-6.0,-4.4,-14.35,-4.94,-12.0,-5.2,-12.9,-5.6,-1.84,-3.9,-6.5,-12.97,-10.65,-7.25,-7.97,,4.27,59,0.4939334647,0.3406856284
2024,14,Utah St.,San Diego St.,5.5,21,41,20,6.46,5.86,2.13,5.28,1.96,5.57,5.03,4.77,5.0,4.03,5.5,8.46,6.84,-0.76,4.53,4.94,5.2,-1.0,8.55,3.89,7.43,2.32,4.16,3.86,8.71,,5.5,3.5,5.24,2.43,6.19,4.5,5.5,2.18,3.23,3.5,11.0,6.2,5.6,8.86,1.0,5.8,4.37,2.6,0.73,5.6,5.5,10.71,8.6,7.34,5.56,,2.57,61,0.4861100294,0.6206535509
2024,14,Virginia,SMU,-10.0,-26,7,33,-8.91,-13.07,-8.81,-15.33,-8.59,-11.13,-8.07,-8.44,-13.0,-17.03,-17.5,-8.26,-10.93,-13.48,-7.87,-11.55,-9.58,-14.0,-10.55,-9.88,-12.16,-7.51,-12.17,-11.08,-9.66,,-10.0,-14.1,-11.55,-10.43,-11.63,-9.5,-12.0,-11.41,-11.99,-10.0,-10.0,-11.5,-15.4,-12.3,-14.0,-13.3,-11.6,-12.4,-2.31,-12.8,-10.0,-12.25,-11.9,-11.37,-12.36,,2.41,40,0.4615486129,0.2359697545
2024,14,West Va.,Central Florida,-3.5,10,31,21,0.99,8.92,0.95,-5.36,-1.04,2.5,-0.1,-0.45,2.0,4.13,4.0,-1.07,11.49,1.42,2.77,1.14,2.39,-2.0,0.35,-2.97,4.69,6.76,-4.48,-0.87,7.76,,0.5,-3.8,0.97,-0.63,3.38,-3.0,-1.4,-1.9,-4.1,-1.0,4.0,3.5,4.2,4.35,4.0,4.4,-2.89,-1.5,0.69,3.2,-2.5,-9.74,-4.95,-6.1,3.02,,3.97,52,0.6116281337,0.5277714406
2024,14,Wyoming,Boise St.,-23.0,-4,13,17,-18.9,3.1,-17.75,-21.91,-21.42,-27.52,-23.13,-16.55,-30.0,-4.24,-37.5,-16.09,7.06,-20.25,-12.83,-21.91,-24.02,-28.0,-24.55,-23.83,-22.79,-21.07,-27.31,-24.2,-27.52,,-9.5,-29.4,-23.26,-19.34,-20.75,-22.5,-24.5,-25.36,-28.23,-23.5,,-19.9,-33.58,-19.05,-30.0,-21.9,-27.03,-24.1,-15.37,-21.5,-23.0,-32.74,-24.9,-23.26,-25.64,,8.56,30,0.5240938262,0.1122366241
2024,15,Akron,Toledo,-8.0,7,21,14,-9.05,-25.57,-14.92,-13.41,-8.7,-10.08,-8.61,-8.26,-10.0,-21.56,-12.0,-8.54,-27.74,-11.86,-8.63,-11.4,-3.83,-14.0,-10.75,-10.77,-5.84,-17.41,-12.54,-7.29,-6.2,-11.0,-6.5,-6.9,-11.0,-12.59,-11.44,-8.0,-10.4,-11.37,-12.35,-9.0,-6.0,-11.4,-12.25,-14.71,-12.0,-9.7,-8.39,-11.7,-1.56,-11.2,-8.5,-3.86,-10.7,-10.72,-12.24,,4.67,35,0.4186051379,0.2454412434
2024,15,Alabama,Auburn,11.0,14,28,14,15.21,24.1,20.5,18.9,18.09,12.1,16.77,17.02,16.0,19.62,21.0,12.76,26.51,22.73,13.32,17.43,11.5,9.0,12.75,18.49,12.64,15.04,18.73,18.24,17.11,20.0,8.5,16.7,18.0,17.89,17.42,11.5,18.0,17.36,19.47,13.0,8.0,18.9,20.3,17.44,19.0,18.5,22.12,18.0,2.44,18.9,12.5,23.24,15.8,17.74,18.64,,3.86,42,0.6530554186,0.8569907755
2024,15,Arizona,Arizona St.,-8.0,-42,7,49,-6.7,23.82,-3.96,-12.89,-9.4,-11.64,-10.97,-8.91,-14.0,27.74,-19.0,-5.5,21.7,-10.52,-7.61,-7.37,-7.82,-12.0,-10.55,-4.42,-10.38,-8.25,-13.69,-11.32,-9.8,-15.0,5.5,-14.2,-8.91,-6.98,-5.19,-8.5,-7.9,-8.21,-13.04,-8.5,-7.0,-8.5,-18.63,-1.65,-18.0,-8.6,-12.39,-8.6,-2.06,-8.4,-8.0,-6.81,-12.4,-11.94,-14.42,,9.76,56,0.5134830199,0.3462570294
2024,15,Arkansas St.,Old Dominion,-4.5,-8,32,40,-1.52,1.01,-2.63,-4.69,-7.76,-4.43,-3.4,-4.2,1.0,3.1,4.5,-4.26,-0.11,-8.22,0.24,-3.75,-1.97,-1.0,-6.75,-5.85,-4.85,8.88,-11.55,-6.11,-0.01,1.0,-1.0,-14.8,-4.43,-4.17,2.36,-4.5,-7.0,-6.25,-11.4,-2.5,3.0,-5.7,2.45,-0.12,-10.0,-5.1,-10.24,-7.0,0.78,-5.7,-4.5,-4.21,-9.1,-9.2,-4.55,,5.2,72,0.5179073129,0.4111801252
2024,15,Army,Texas-San Antonio,6.5,5,29,24,8.02,-6.12,10.33,15.78,15.03,15.42,8.47,12.95,20.0,-8.64,20.0,7.13,-4.76,17.95,14.54,12.6,14.19,12.0,10.45,14.9,11.11,16.64,18.78,16.85,11.6,17.0,5.0,24.4,13.4,12.27,9.13,7.0,10.1,14.43,18.75,6.5,8.0,11.7,26.25,5.69,17.0,11.4,20.15,13.4,3.33,11.2,7.5,25.91,4.95,15.07,24.41,,7.0,53,0.6374240644,0.7661475128
2024,15,BYU,Houston,12.0,12,30,18,14.64,5.18,15.69,29.55,15.33,20.1,15.97,14.64,13.0,3.9,20.5,12.9,5.88,18.29,15.22,15.44,14.33,15.0,18.55,13.52,15.9,14.89,18.24,17.56,14.35,18.0,6.0,19.9,15.33,15.12,16.72,13.0,8.3,16.96,18.57,11.5,13.0,13.8,26.6,19.28,16.0,13.9,19.97,15.2,2.34,13.7,13.0,17.5,9.1,17.05,20.65,,4.85,48,0.5820830199,0.8238413703
2024,15,Baylor,Kansas,1.0,28,45,17,0.9,-16.85,2.05,-0.77,1.2,2.12,-0.83,1.85,4.0,-15.98,5.5,0.16,-17.31,2.29,3.55,-0.27,0.11,2.0,-2.25,0.85,-1.85,3.57,0.11,0.5,-3.79,2.0,-0.5,-0.3,0.5,0.75,2.57,-1.5,1.2,-0.66,0.83,1.5,-2.0,0.2,3.85,-0.38,-4.0,0.4,0.35,-0.5,0.31,0.4,1.0,2.42,2.25,2.07,5.48,,4.85,62,0.4695085049,0.4935115179
2024,15,Boise St.,Oregon St.,18.0,16,34,18,19.11,-3.27,10.58,22.17,18.68,19.27,21.08,17.91,26.0,-5.74,31.0,18.4,-1.95,18.87,16.51,20.01,23.25,18.0,21.45,20.8,22.69,16.46,23.64,21.82,27.87,23.0,14.0,25.1,21.06,15.18,20.28,18.5,24.0,21.06,24.5,17.0,27.0,18.2,33.95,21.66,20.0,20.1,25.43,20.9,14.35,20.0,18.5,33.4,23.7,27.65,23.35,,7.88,52,0.5451437715,0.8705373154
2024,15,Boston College,Pittsburgh,4.0,11,34,23,3.66,8.47,0.19,2.06,2.55,5.52,4.91,2.64,2.0,2.94,1.5,4.95,11.45,-2.05,1.45,3.1,4.54,-2.0,6.45,-2.28,10.55,0.4,1.76,0.92,10.34,1.0,-2.0,4.5,2.21,1.03,1.45,4.5,3.5,2.21,1.26,2.5,7.0,5.1,0.35,10.13,2.0,5.0,1.62,2.3,-0.45,5.2,4.0,5.1,-0.85,0.91,1.33,,3.41,57,0.4778983306,0.5757067451
2024,15,Bowling Green,Miami (Ohio),3.0,-16,12,28,2.85,-3.91,-0.12,7.43,2.89,7.1,4.38,0.74,2.0,-1.27,4.5,2.11,-5.33,2.5,5.45,2.41,6.12,1.0,3.85,4.11,5.23,-5.23,2.49,4.15,5.32,1.0,1.5,5.7,2.7,2.5,2.21,2.0,2.7,2.89,2.96,2.5,4.0,0.6,3.85,-0.01,-1.0,0.9,5.0,2.5,-0.38,0.3,3.0,-0.02,2.5,-2.29,6.92,,3.09,40,0.4854482603,0.5592340067
2024,15,Buffalo,Kent,24.0,36,43,7,22.22,13.2,19.28,29.52,19.37,18.07,25.07,19.64,33.0,15.45,35.5,19.78,11.99,21.75,19.65,22.28,25.57,22.0,26.45,18.41,26.01,23.09,24.58,20.34,32.38,27.0,12.0,24.8,21.92,20.3,24.5,24.0,24.0,21.92,22.67,21.5,26.0,20.8,16.76,18.71,23.0,20.5,23.71,21.1,13.35,20.9,24.0,25.95,21.35,23.96,26.78,,4.89,50,0.4587644223,0.9100876435
2024,15,Central Florida,Utah,10.0,-14,14,28,3.47,-4.47,1.33,4.81,5.77,4.46,3.81,5.6,6.0,0.36,6.5,4.67,-7.07,4.71,3.99,5.0,4.41,2.0,7.05,9.05,7.21,5.23,7.86,6.42,6.98,7.0,7.0,8.5,5.6,4.86,2.28,9.5,6.9,6.96,6.97,6.5,6.0,2.2,7.0,2.17,-3.0,1.7,8.35,4.8,0.52,2.3,8.5,5.8,10.9,11.86,10.99,,3.62,42,0.3793951906,0.6206048094
2024,15,Charlotte,UAB,2.0,2,29,27,0.6,-2.16,-2.54,0.4,2.73,-1.34,-0.78,-0.07,6.0,-1.53,9.0,-1.05,-2.49,0.25,4.18,2.02,3.53,-1.0,-3.05,6.0,-0.73,4.36,0.5,5.34,3.38,7.0,-1.0,5.8,1.86,1.77,3.18,2.5,3.2,1.3,1.86,3.0,-1.0,3.2,6.3,0.42,-5.0,3.3,5.78,2.0,0.9,2.5,2.0,14.62,1.05,-0.93,8.45,,3.25,56,0.5004924157,0.5496054729
2024,15,Cincinnati,TCU,-3.0,-7,13,20,-3.34,-8.35,-3.74,-0.84,1.81,-1.93,-6.21,-0.25,1.0,-11.55,0.01,-3.64,-6.64,3.67,-0.27,-2.34,-1.24,-3.0,-7.95,-1.97,-5.57,-0.23,0.22,2.02,-12.79,1.0,-5.5,1.3,-1.77,-1.86,-1.24,-3.5,-3.4,-1.0,1.12,-1.0,-5.0,-2.5,-1.75,-5.02,-10.0,-3.0,3.15,-1.4,-0.05,-2.8,-3.0,6.74,1.5,-1.77,0.58,,3.74,33,0.5161410022,0.4429530057
2024,15,Clemson,South Carolina,2.5,-3,14,17,1.77,11.82,3.12,-0.11,-0.34,1.72,2.15,0.41,1.0,9.41,2.0,0.96,13.12,-5.64,0.86,1.52,-0.82,1.0,-0.65,4.02,-4.47,3.83,-3.01,-1.98,1.38,2.0,7.0,-0.5,1.38,1.25,2.13,2.5,3.4,2.56,-2.5,3.0,-3.0,2.1,3.14,4.57,-8.0,2.3,-3.34,0.7,0.54,2.9,2.5,-18.96,-0.15,-1.21,3.66,,3.94,31,0.4761128262,0.5370183766
