lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepve,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linesag,linesagpred,linesaggm,linesagr,linenewbury,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,linelaz,linekam,linel2hf,linekerns,lineteamrank,linefluker,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineborn,lineavg,linestd,linemedian,phcover,phwin,lineca
-20.5,-18.0,BYU,Colorado St.,-15.5,,,,-34.83,-24.73,-25.387,-19.71,-26.067,-11.1,-34.6,-32.7,-34.3,-19.8,,-22.32,-9.5,,-17.5,-12.23,-18.0,-20.11,-2.99,,-13.14,-26.0,-19.62866713,-24.54,,,-27.55976592,0,,-13.11,-23.66,-21.13891178,-6.07,-24.3423,,,-18.5,-24.3,,-33.95,-5.0,-20.08,-26.57,-15.64,-25.47,,-21.28781842,7.9477775768,-21.13891178,0.4455731595,0.1159794779,-18.5
5.0,5.0,Coastal Carolina,Delaware,-3.0,,,,2.92,7.16,2.893,4.55,14.09,-3.2,4.6,4.8,5.7,0.9,,-2.79,9.5,,3.9,5.34,4.25,4.59,8.34,,2.63,7.0,8.5903866111,7.42,,,6.5263283044,0,,7.41,13.1,3.766021403,0.48,6.067,,,2.9,9.4,,4.55,4.0,5.96,5.169,4.95,7.85,,5.0946210377,3.823633152,4.95,0.5016418167,0.6220404141,5.0
10.0,9.5,Stanford,Duke,22.0,,,,18.7,11.06,15.561,14.21,24.32,6.5,12.7,15.1,14.9,15.8,,15.05,14.0,,7.2,12.86,8.92,9.25,20.75,,14.87,17.0,15.342834934,14.89,,,9.2824590355,0,,21.23,19.78,14.093087074,15.04,17.342,,,13.0,13.9,,18.55,21.0,16.27,12.589,11.69,21.45,,15.005725173,4.1879774015,14.9,0.594372346,0.8187541598,10.5
7.5,7.0,Florida Intl.,Florida Atlantic,3.5,,,,-0.72,9.71,14.933,-1.11,4.158,-1.2,6.9,5.8,6.2,3.5,,3.94,0.01,,5.0,5.87,6.53,7.39,3.94,,1.58,,0.3624850332,-1.08,,,8.2577936051,0,,-5.38,0.16,6.613362792,-2.47,-2.811,,,6.4,6.3,,7.049,-11.0,4.48,5.532,6.76,22.47,,4.3695482774,5.253713388,4.74,0.4550037284,0.6027173094,7.0
44.0,44.5,Western Kentucky,Indiana,31.0,,,,52.99,,31.586,40.97,38.218,16.6,56.6,52.4,58.0,40.9,,39.77,25.5,,34.0,41.05,39.84,40.63,48.1,,50.16,65.0,43.363481383,45.31,,,45.929044793,0,,40.84,52.52,41.303523677,41.24,52.8504,,,51.0,42.8,,33.0645,61.0,40.0,64.351,33.7,42.87,,43.366351466,10.300094086,41.271761839,0.4818444061,0.9888528359,44.5
22.5,23.5,Bowling Green,Iowa St.,21.5,,,,37.61,17.83,17.502,24.24,28.51,18.4,34.2,30.9,34.7,28.9,,34.21,17.5,,17.5,21.46,22.61,20.99,22.77,,27.16,26.0,23.578759751,29.77,,,27.5,0,,23.21,31.22,29.97454929,21.21,32.564,,,29.2,22.5,,29.757,,26.87,37.541,27.89,33.35,,26.589351687,5.8726200111,27.16,0.552473005,0.9412633625,23.5
3.0,3.0,Georgia Southern,Jacksonville St.,1.5,,,,4.35,2.26,-0.544,2.81,4.572,-1.0,0.5,0.3,0.8,-0.2,,1.3,12.0,,3.3,3.97,3.47,3.63,4.94,,3.36,,0.887315447,4.57,,,5.9376579569,0,,2.94,6.39,2.680947622,1.11,8.0398,,,1.2,1.7,,2.1,1.0,-1.54,,4.22,3.43,,2.8782945765,2.7237535327,2.81,0.4978736998,0.5706460447,3.0
-5.5,-5.5,Arizona St.,Kansas,-5.0,,,,-13.51,-15.42,-1.663,-5.81,-7.161,6.3,-4.9,-5.8,-5.1,-0.4,,-2.62,-9.5,,-4.4,-6.02,-3.72,-3.28,-10.18,,-4.11,-7.0,-1.206000675,-3.26,,,2.5917405017,1,,-3.01,-3.79,-5.229062126,-4.94,-5.6296,,,-6.2,2.9,,-7.896,,-5.36,-3.299,-1.18,-0.65,,-4.441483494,4.16319378,-4.9,0.5183135283,0.3937202649,-5.5
19.5,20.5,Tulane,Kansas St.,6.0,,,,6.78,,5.358,17.74,17.327,-0.5,18.6,19.1,20.6,17.0,,16.7,0.01,,17.0,8.94,16.36,16.03,-1.72,,26.51,29.0,15.022992157,11.39,,,21.797984966,0,,15.97,19.48,14.793346039,20.24,18.0599,,,25.3,14.3,,10.5,24.0,17.48,10.544,17.2,15.67,,14.840388917,7.2064377309,16.53,0.4059772597,0.8019095848,19.5
14.5,14.5,Ball St.,Liberty,11.5,,,,12.02,9.15,10.126,9.03,14.604,14.2,14.2,14.9,17.8,13.5,,11.57,17.5,,13.6,10.05,11.82,13.25,5.67,,11.42,11.0,11.387656246,12.46,,,15.537296846,0,,14.6,19.13,7.3833721796,5.38,17.2223,,,12.6,20.7,,14.6755,9.0,10.36,11.148,13.21,14.31,,12.771832151,3.4168429246,12.6,0.4699581741,0.783353878,14.5
9.5,7.5,UAB,Louisiana-Lafayette,12.5,,,,9.78,17.08,12.394,7.81,12.456,10.3,8.0,9.1,9.7,8.0,,8.24,7.5,,7.8,9.22,10.8,9.21,9.35,,13.43,19.0,13.87441298,7.93,,,19.022854808,0,,8.86,10.35,6.725587506,14.04,10.3479,,,14.5,9.7,,10.731,16.0,14.25,5.879,9.73,14.31,,10.91202158,3.2808358545,9.78,0.5592020077,0.7487683578,8.0
2.0,1.5,SMU,Louisville,0.01,,,,0.3,3.98,-1.432,0.27,-4.208,3.2,0.8,0.6,0.3,4.3,,3.24,-1.0,,0.7,-2.37,1.54,0.34,-6.13,,0.74,2.0,0.955181803,0.9,,,-1.626533995,0,,-0.14,9.08,1.471580723,0.7,7.9585,,,2.7,1.5,,2.254,-12.0,1.03,,4.58,2.75,,1.214197898,2.8852790369,0.85,0.495011226,0.5298794912,1.5
-3.0,-3.0,Virginia Tech,Maryland,5.0,,,,6.78,-3.82,1.748,1.88,9.205,14.5,-1.3,-2.1,-1.8,3.3,,3.69,4.5,,-3.2,-6.07,0.09,0.06,-18.15,,-0.74,-1.0,-2.856168566,3.6,,,0.8456600198,0,,2.89,1.4,3.772884643,-1.04,4.3555,,,-1.1,-0.9,,2.3485,-2.0,-0.46,-0.999,2.04,0.37,,0.7668678885,5.082228663,0.37,0.5643966246,0.5182823544,-2.0
36.5,35.0,UTEP,Michigan,28.0,,,,48.37,31.87,35.047,30.28,31.196,28.6,50.8,48.1,50.9,38.9,,38.81,20.5,,32.0,32.27,36.47,37.65,27.23,,35.94,36.0,36.935479809,33.03,,,42.845836462,0,,23.44,39.73,32.540457178,27.19,36.4285,,,35.8,38.5,,45.031,11.0,38.61,47.313,37.71,45.25,,36.551064956,7.5104377617,36.4285,0.525890626,0.9809882189,35.0
-6.0,-3.5,Nevada,Middle Tenn.,4.5,,,,-4.61,-1.0,5.848,-5.44,-1.765,0.1,-11.4,-9.6,-9.9,-3.3,,-3.9,7.5,,-4.1,-3.55,-5.21,-3.93,-2.19,,-9.94,-19.0,-6.825486945,-4.57,,,-7.599211483,0,,1.67,-3.7,3.073227391,-10.73,-9.0924,,,0.4,-6.4,,0.7,-2.0,0.21,-14.129,-6.15,-6.09,,-4.289139172,5.6092308431,-4.1,0.4865228457,0.3998017254,-3.5
26.5,24.0,Akron,Minnesota,17.0,,,,30.41,22.35,21.623,16.7,20.591,18.5,35.8,32.2,34.7,25.6,,27.66,11.5,,23.5,26.45,25.71,26.1,29.37,,21.58,23.0,17.879833264,18.87,,,27.117638408,0,,11.16,22.07,13.405957889,16.35,22.6644,,,22.0,22.3,,32.97,3.0,17.77,20.66,23.06,35.73,,23.26719513,6.4345160052,22.35,0.4875970691,0.9120909869,24.0
-2.5,-3.0,LSU,Mississippi,10.0,,,,5.78,3.75,6.679,0.39,4.523,2.7,2.7,1.5,1.5,5.2,,5.98,10.5,,-2.9,-13.97,-0.12,0.51,-28.16,,-7.08,-17.0,-5.27813479,7.19,,,1.3855196649,0,,-1.26,-1.55,10.720566635,-9.92,3.52,,,-8.1,1.5,,7.9135,-17.0,-0.16,13.453,3.63,4.79,,0.5804700431,8.3802805834,1.5,0.5588806435,0.5128584513,-2.5
27.0,27.0,Troy St.,Missouri,13.5,,,,24.46,17.21,19.947,20.67,25.49,20.1,34.7,33.7,35.7,24.2,,28.48,14.5,,24.0,20.63,26.73,26.82,13.51,,24.62,30.0,25.074205698,25.9,,,33.56785167,0,,16.12,30.71,23.025343111,,28.0935,,,30.2,28.8,,26.9815,17.0,26.76,31.993,24.99,28.93,,25.297423543,5.9329307875,25.695,0.4710419279,0.9315678286,27.0
-3.5,-3.5,Marshall,Missouri St.,-4.5,,,,7.78,-3.28,1.136,0.8,5.112,-0.2,-4.2,-4.9,-5.8,-1.1,,-4.22,9.5,,-3.8,-0.91,-0.79,-3.56,1.31,,1.34,4.0,4.6891536712,1.92,,,-0.489677186,0,,3.88,5.21,5.845655004,1.15,-3.1971,,,0.4,-6.0,,-3.703,6.0,2.86,-1.742,-4.14,-2.35,,-0.055684815,4.0210627867,-0.489677186,0.5594550243,0.4986484619,-3.5
3.5,3.5,Colorado,Northwestern,3.0,,,,15.36,12.9,4.151,4.45,3.316,10.8,9.2,9.3,8.5,6.4,,4.25,11.5,,3.8,4.08,10.19,16.32,-4.42,,5.38,3.0,-0.072945951,8.67,,,11.256738985,0,,3.71,6.43,10.511084676,4.4,7.6012,,,2.4,5.6,,15.4,-2.0,0.74,,3.7,9.21,,6.7950905209,4.6628009427,6.0,0.5566023843,0.6588064523,3.5
29.5,29.5,Michigan St.,Notre Dame,23.5,,,,36.83,29.9,21.689,20.0,23.102,8.9,33.7,33.9,36.2,27.2,,27.32,33.0,,24.5,23.88,23.83,25.64,24.21,,27.09,25.0,27.805100489,28.06,,,31.110634047,0,,29.27,26.46,23.352007392,18.93,23.1258,,,30.9,27.8,,27.657,14.0,27.48,28.572,24.16,24.17,,26.521244055,5.243620154,27.09,0.4490712787,0.9430302851,29.0
52.5,52.5,Kent,Ohio St.,35.5,,,,52.07,34.28,34.664,43.33,35.555,19.6,58.7,57.7,61.3,55.1,,49.54,30.5,,41.0,36.18,49.01,49.51,25.46,,55.62,57.0,56.460298844,50.84,,,61.220129038,0,,42.68,49.57,37.736662382,41.04,60.9233,,,58.6,51.9,,47.936,25.0,46.46,52.319,51.09,48.99,,46.839554008,10.60486224,49.51,0.4105411009,0.9927933648,52.5
21.5,23.0,New Mexico,Oklahoma,13.5,,,,20.76,19.99,13.726,13.7,18.45,-0.9,27.7,28.0,27.5,22.7,,25.12,11.0,,23.0,16.83,22.62,24.14,7.82,,16.33,9.0,18.451860733,18.66,,,20.841869144,0,,14.15,16.82,9.457442436,13.31,20.556,,,18.8,19.6,,26.95,-13.0,13.47,11.913,21.11,18.05,,17.803604923,6.3722534641,18.451860733,0.4126812763,0.8501925424,22.5
2.0,3.0,East Carolina,Old Dominion,9.5,,,,4.68,9.01,6.963,1.97,7.381,6.6,1.1,1.6,2.0,0.01,,-1.09,10.0,,2.3,1.81,1.15,2.65,1.15,,-0.07,-2.0,-0.861712571,0.51,,,4.0079446481,0,,11.69,7.03,4.078534239,0.1,5.3823,,,3.4,7.8,,2.205,13.0,2.46,5.867,2.9,10.23,,3.8143733233,3.6188114434,2.65,0.5141480883,0.5922722605,3.0
39.5,40.5,Buffalo,Penn St.,27.5,,,,44.29,28.56,28.804,30.68,28.927,26.6,47.3,45.1,48.7,38.8,,41.44,13.5,,31.5,34.56,35.87,36.12,34.41,,41.49,46.0,34.715077287,39.18,,,39.402173424,0,,25.09,39.39,33.207047591,34.94,41.933,,,40.4,33.8,,39.6095,31.0,38.52,41.052,34.98,41.51,,36.225137094,7.2396126133,36.12,0.4287252433,0.9807485569,40.5
10.0,10.5,Syracuse,Pittsburgh,15.0,,,,17.98,11.33,16.988,14.12,22.328,25.8,13.3,13.3,14.1,17.9,,14.06,22.0,,7.8,10.26,9.3,11.61,10.39,,15.32,23.0,13.184375193,19.84,,,14.301129228,0,,11.99,24.83,19.639554274,14.37,20.4098,,,13.4,16.0,,21.7,11.0,17.7,26.398,14.65,22.47,,16.479110248,4.8960878628,15.0,0.6017133989,0.8385220237,11.5
-11.5,-9.5,Western Mich.,Rice,-4.5,,,,-15.45,-10.09,-7.908,-12.53,-19.25,-2.3,-14.2,-12.6,-16.1,-14.4,,-8.66,-12.5,,-7.5,-6.99,-6.9,-6.78,-10.73,,-14.65,-19.0,-13.16919997,-14.01,,,-17.28295205,0,,-9.34,-15.87,-13.03019182,-8.9,-13.7133,,,-10.7,-16.0,,-10.1325,-14.0,-12.74,-23.412,-7.79,-9.49,,-11.9605184,4.4583115022,-12.53,0.4575970504,0.2349246781,-9.5
-24.5,-24.0,USC,Rutgers,-19.5,,,,-16.37,-19.09,-18.789,-18.28,-28.5,-10.7,-23.7,-26.0,-24.5,-27.0,,-15.34,-16.5,,-24.0,-15.31,-16.9,-17.67,-13.99,,-26.01,-35.0,-26.66317369,-20.11,,,-20.76372071,0,,-16.88,-17.63,-14.34268278,-27.3,-22.8427,,,-25.4,-16.3,,-12.95,-40.0,-20.56,-27.039,-17.05,-29.21,,-20.80543649,5.5507185501,-19.5,0.5544307994,0.1088218982,-24.0
-27.5,-27.5,North Dakota St.,Sacramento St.,-8.0,,,,-29.56,-11.17,-10.515,-17.81,-27.099,-6.5,-24.5,-22.3,-28.8,,,-20.0,-14.0,,-24.5,-18.71,-18.89,-16.82,-22.52,,-24.33,-30.0,-23.64387241,-20.69,,,-24.59118487,0,,-7.82,-29.93,-10.58791413,-23.4,-31.8865,,,-19.1,-22.9,,-18.2,-23.0,-20.5,,-24.44,-21.73,,-20.46798398,6.8225800564,-21.73,0.6167712236,0.118872373,-26.5
-47.5,2.0,James Madison,San Diego St.,-8.5,,,,-2.02,4.49,0.527,-13.32,4.85,0.7,4.8,4.2,4.1,-5.6,,-6.23,-2.0,,1.1,4.64,2.08,2.48,9.05,,-7.97,-9.0,3.1416263617,-5.41,,,2.6681722757,0,,-8.06,-3.71,-6.452049313,-0.99,-5.5964,,,-2.5,-1.3,,-7.0,-24.0,-2.66,-5.575,-5.78,-7.45,,-1.951332876,5.2556886462,-2.02,0.4325902199,0.4537160768,2.0
-7.5,-6.5,Fresno St.,San Jose St.,0.5,,,,-15.24,-18.72,-8.942,-4.13,-3.093,11.3,-14.5,-12.6,-15.1,-7.6,,-6.01,-4.0,,-7.1,-1.99,-4.14,-3.82,1.73,,-5.57,-7.0,-8.470099819,-9.06,,,-10.63148837,0,,-0.2,2.69,-10.45657295,2.7,-4.024,,,-10.7,-9.5,,-11.949,-1.0,-6.89,-2.682,-0.3,-6.09,,-6.045376033,6.0886204601,-6.09,0.5077255846,0.3615409934,-6.5
3.5,5.5,Ohio,South Alabama,-1.5,,,,-4.68,5.18,-5.825,-0.36,-5.201,-5.5,0.5,0.8,0.6,0.4,,3.11,-3.0,,4.0,4.57,3.92,3.07,7.35,,4.4,1.0,4.354943222,-1.18,,,3.5549857257,0,,5.58,3.04,0.899521186,2.63,0.6458,,,5.1,2.8,,-4.858,5.0,3.44,3.18,2.89,-2.35,,1.2160357181,3.5210206559,2.63,0.4259404144,0.5296954299,4.5
4.0,4.0,Mississippi St.,South Carolina,5.5,,,,-1.64,5.0,8.034,0.37,-5.925,-8.6,9.1,9.0,11.6,4.1,,4.49,3.0,,2.7,0.85,5.32,5.23,-12.22,,1.87,3.0,5.0733981247,3.62,,,9.3874126566,0,,4.71,4.3,1.030789037,0.06,3.9252,,,2.4,7.7,,12.9535,1.0,5.62,5.32,8.08,7.51,,3.7848371377,5.1411744015,4.49,0.4963076677,0.5894043947,4.0
-3.0,-3.0,Connecticut,Southern Miss.,-1.0,,,,0.02,-2.95,-0.097,-5.71,-6.586,-2.9,-5.4,-5.1,-7.3,-1.4,,-3.62,12.5,,-3.0,4.01,-3.6,-3.52,19.91,,-4.67,-8.0,7.0420132042,-1.98,,,-4.997981766,0,,-1.89,2.03,0.309334235,0.53,-1.6893,,,-2.8,-0.8,,-4.956,-3.0,-1.01,,-4.27,-5.07,,-1.410733363,5.5220530377,-2.85,0.5271503226,0.4666717091,-3.0
20.5,20.5,Arkansas St.,TCU,13.0,,,,24.18,11.59,15.016,17.49,12.041,14.2,25.1,23.3,24.9,22.7,,26.75,14.0,,17.5,17.84,20.2,20.62,15.7,,21.13,10.0,18.422398253,21.54,,,22.445991524,0,,17.76,16.86,16.638135347,14.73,22.9452,,,22.0,21.3,,25.9,8.0,16.67,19.923,21.69,23.15,,19.120906432,4.3958232591,19.923,0.4761904892,0.876275008,20.5
34.5,35.5,Kennesaw St.,Tennessee,25.0,,,,22.46,23.47,28.407,25.76,32.901,2.4,39.9,39.6,41.8,35.4,,38.3,7.5,,30.5,29.71,30.6,33.12,29.03,,34.16,19.0,32.154004489,24.23,,,44.422117148,0,,21.83,28.77,30.159789457,24.78,31.9859,,,33.6,33.1,,31.4475,9.0,31.06,39.534,38.39,35.39,,29.996323174,8.6774012085,31.06,0.4103215757,0.9508349907,35.0
30.0,30.0,Texas-San Antonio,Texas,22.0,,,,28.05,29.3,18.651,24.19,21.088,18.2,32.0,32.4,32.8,25.8,,26.2,11.5,,26.5,25.47,28.52,30.17,29.98,,31.47,32.0,37.625466832,17.9,,,33.327423249,0,,18.96,25.19,17.412374952,21.85,31.6579,,,34.3,25.7,,23.9715,13.0,28.62,28.548,23.43,24.51,,26.265476144,5.7735894452,26.2,0.4365870867,0.9393691864,30.0
15.0,17.0,Kentucky,Texas A&M,20.0,,,,29.43,22.14,13.664,17.81,20.864,22.7,23.9,25.6,25.6,16.8,,17.54,21.5,,16.0,12.22,13.12,14.87,9.78,,20.97,29.0,22.756155369,19.96,,,27.682596256,0,,22.72,25.61,19.258832962,15.15,25.8596,,,25.3,18.8,,15.5085,26.0,22.8,24.324,17.18,14.99,,20.325933845,4.9970432673,20.864,0.5569583831,0.8881876751,17.0
3.0,3.0,North Texas,Texas St.,-7.5,,,,-13.6,3.66,5.428,-11.43,-18.743,-14.7,-5.1,-3.8,-3.1,-8.6,,-8.14,-5.0,,2.7,-6.94,1.01,2.26,-27.28,,-10.19,-23.0,-7.361159702,-16.39,,,6.347987754,0,,-7.16,-7.79,-9.534250293,-8.11,-13.4906,,,-2.7,-0.1,,-3.5,-16.0,-5.03,-14.292,-6.85,-0.65,,-7.105000635,7.6299638494,-7.16,0.3363550736,0.3438044573,2.0
9.5,7.5,Houston,Texas Tech,13.0,,,,8.24,4.99,6.307,5.48,20.477,12.8,11.5,11.1,12.3,14.3,,12.2,11.5,,9.1,4.5,9.43,12.09,-1.67,,3.33,9.0,9.6918844299,19.51,,,15.915563035,0,,9.98,16.92,18.930929948,1.35,19.6663,,,3.4,9.3,,12.236,-16.0,16.13,20.661,11.6,12.61,,11.082162212,5.5059853924,11.5,0.5610135263,0.7444866762,8.0
3.5,5.5,Temple,Toledo,13.5,,,,9.47,0.69,7.31,10.07,17.053,1.7,0.3,3.1,2.8,14.7,,10.19,22.0,,3.4,0.01,3.16,2.47,-8.99,,7.16,3.0,7.0304728559,13.37,,,9.0446546555,0,,15.95,4.99,13.430688886,1.42,18.6469,,,8.5,13.3,,12.95,7.0,5.13,13.747,12.43,7.17,,8.0057918971,6.4747230045,7.31,0.5423185907,0.679173364,5.5
13.5,14.5,Purdue,UCLA,16.5,,,,13.97,10.6,14.312,11.58,19.28,18.2,12.4,14.9,15.0,9.5,,11.96,10.5,,13.1,13.46,11.13,12.45,17.04,,15.11,14.0,11.829295998,8.65,,,13.980194448,0,,11.58,15.05,11.276990577,14.25,7.586,,,18.8,11.1,,12.096,12.0,16.39,14.817,13.75,19.75,,13.597070886,2.9222133934,13.75,0.4842459831,0.799312078,14.5
27.5,28.0,Utah St.,Utah,23.5,,,,28.75,15.07,32.293,29.75,28.229,8.6,31.7,31.1,33.9,28.2,,30.66,16.5,,24.5,28.12,24.29,27.25,34.92,,31.58,39.0,25.078234096,28.8,,,31.705825954,0,,25.17,28.73,22.389513289,27.48,28.82,,,27.4,22.2,,29.0815,41.0,31.67,28.826,22.37,34.03,,27.47608781,5.8493722438,28.73,0.4910740015,0.9472160501,28.0
4.5,3.5,NC St.,Vanderbilt,8.0,,,,5.76,1.51,7.544,-0.56,9.967,-1.5,7.4,7.7,10.4,8.1,,4.77,15.5,,3.2,0.44,3.43,7.13,-17.25,,0.47,7.0,6.857124169,11.84,,,6.0657290653,0,,4.85,13.61,10.633478498,6.95,15.8144,,,-2.8,10.0,,12.1695,4.0,8.61,14.429,7.02,14.31,,6.5534351924,6.3298928548,7.13,0.5516060693,0.6488287316,4.0
9.5,10.0,West Va.,Virginia,6.0,,,,23.04,14.26,9.037,11.28,22.503,13.6,12.3,12.9,12.9,10.6,,8.02,18.0,,8.0,11.11,4.86,5.09,38.06,,12.15,26.0,14.198440569,16.27,,,13.766230464,1,,12.44,23.21,8.108324822,15.39,17.16,,,12.7,14.4,,18.55,4.0,11.47,18.722,8.54,23.49,,14.517857024,6.7592347914,12.9,0.5757245258,0.7991604221,10.5
-23.0,-20.5,Miami (Fla.),Wake Forest,-10.0,,,,-18.81,-10.93,-5.372,-16.02,-14.302,9.6,-19.8,-20.6,-21.5,-13.9,,-16.08,-6.0,,-22.5,-14.89,-15.27,-15.99,-16.22,,-21.68,-32.0,-20.44518679,-17.98,,,-28.067212,0,,-19.45,-21.28,-16.99577608,-14.27,-25.9785,,,-24.5,-16.5,,-10.64,-22.0,-20.06,-26.594,-10.88,-8.81,,-16.70613357,7.5662359236,-16.5,0.5630607404,0.1718345357,-20.5
24.5,24.0,Eastern Mich.,Wisconsin,14.0,,,,24.48,10.84,23.215,15.19,23.335,19.8,30.4,27.0,29.7,25.4,,27.73,3.5,,23.0,23.77,27.97,28.39,18.29,,21.78,17.0,23.89946476,21.74,,,22.824706613,0,,6.8,22.07,18.438940443,15.28,20.2883,,,23.5,26.0,,28.35,9.0,21.49,31.776,22.65,27.23,,21.917926052,6.3897766019,23.0,0.4647822753,0.8991071382,24.0
