model_a,model_b,model_a_name,model_b_name,n_common,meets_min_common,prediction_correlation,edge_correlation,error_correlation,same_side_rate,mean_absolute_prediction_difference,mean_absolute_edge_difference,a_lower_error_rate,b_lower_error_rate,a_only_ats_correct,b_only_ats_correct
linecfbp_tshoe_index,linept_bill,TShoe Index,Billingsley,2081,True,0.8449687357348324,0.2342907353440898,0.8932307892267776,0.5637351778656127,6.065209034118212,6.090168188370975,0.5358000961076406,0.46419990389235943,443,467
linecfbp_cfbwe_margin,linept_loud,CFBWE: Margin,Loudsound.org,458,True,0.7525596653979092,0.23411430690109314,0.8468495451846969,0.5578231292517006,6.939082969432315,6.982969432314411,0.5494505494505495,0.45054945054945056,91,111
linecfbp_professor_sides,linept_kam,Professor Sides,Edward Kambour,2583,True,0.9271881949356826,0.23375417807635032,0.9334836125020376,0.5818965517241379,4.548730158730159,4.624154084397987,0.5143410852713178,0.48565891472868217,544,537
linecfbp_beta_rank,linept_paynep,Beta_Rank,linepaynep,2079,True,0.8472019241499098,0.23364019298727723,0.8723088342204784,0.594581519109821,6.456536796536797,6.553468013468013,0.5067372473532242,0.49326275264677577,401,441
linecfbp_cfb_graphs,linept_bill,CFB Graphs,Billingsley,2080,True,0.8266476499604923,0.2333451512969564,0.8884337191297271,0.579611650485437,5.983004807692307,5.9958701923076925,0.5307988450433109,0.4692011549566891,419,451
linecfbp_sp,linept_paynep,SP+,linepaynep,2078,True,0.875857207236733,0.2332866780995548,0.8951328325276162,0.5760816723383568,5.905413859480269,6.004566891241578,0.5541646605681271,0.44583533943187287,457,421
congrove,linept_donchess,Congrove Computer Rankings,Donchess Inference,3895,True,0.9000392294092078,0.23327145104374794,0.9162756576510651,0.5946442635862431,5.152531450577664,5.152788189987163,0.46377183967112023,0.5362281603288798,800,754
linept_donchess,linept_fluker,Donchess Inference,Slate Fluker,694,True,0.9477573452666397,0.23322473041694736,0.9555082198536771,0.6551724137931034,3.080864553314121,3.080864553314121,0.48826979472140764,0.5117302052785924,116,123
congrove,linept_talis,Congrove Computer Rankings,Talisman Red,3838,True,0.8790887029398654,0.23317743522136022,0.8959389656057698,0.5824204486176318,5.777772277227723,5.778032829598749,0.48683181225554106,0.5131681877444589,795,780
linept_elo,linept_paynep,Beck Elo,linepaynep,3124,True,0.8487121070668137,0.233169254793265,0.8776395366342309,0.5955740859525337,6.309622279129322,6.309622279129322,0.5230621396540679,0.4769378603459321,622,615
linecfbp_jp,linept_pfz,JP+,PerformanZ Ratings,2082,True,0.8342929337077175,0.23294522554569003,0.866584946994351,0.5713592233009709,6.780172910662824,6.800912584053794,0.5603075444497838,0.43969245555021624,456,445
linecfbp_mcillece_sports,linept_elo,McIllece Sports,Beck Elo,503,True,0.8920482190349813,0.23230083945494912,0.9000666827693949,0.593186372745491,5.336838966202784,5.35854870775348,0.5139442231075697,0.4860557768924303,110,95
linecfbp_power_rank,linept_payne,Power Rank,linepayne,2076,True,0.8408853036630501,0.23192562186957444,0.9012091886763713,0.5759493670886076,5.748795761078998,5.7760597302504815,0.5621387283236994,0.43786127167630057,463,414
linecfbp_cfb_victory,linecfbp_dratings,CFB Victory,DRatings,1098,True,0.836116918798324,0.2319151182108013,0.8840674015303419,0.5891181988742964,5.971402550091075,5.971402550091075,0.46471127406049495,0.535288725939505,220,225
linecfbp_sportsline,linept_donchess,SportsLine,Donchess Inference,1566,True,0.9072263056066998,0.23188306500272193,0.9222191691184494,0.5970841616964877,4.865517241379311,4.995019157088122,0.4518855656697009,0.548114434330299,314,332
linecfbp_mcillece_sports,sagarin,McIllece Sports,Sagarin Ratings,550,True,0.9233720355555209,0.2317455131546356,0.9293980101151131,0.5897435897435898,4.354563636363637,4.429727272727273,0.4899817850637523,0.5100182149362478,114,115
linecfbp_oddstrader_ai,linept_elo,OddsTrader AI,Beck Elo,1017,True,0.8538936917923027,0.2317266504894428,0.8911226799700178,0.6042726347914548,5.752822025565388,5.774080629301868,0.4896755162241888,0.5103244837758112,203,207
linecfbp_cfb_geek,linecfbp_jp,CFB Geek,JP+,1613,True,0.8960722714764443,0.23130672201997018,0.9151927328553019,0.5594713656387665,5.103657780533169,5.103657780533169,0.5075187969924813,0.4924812030075188,342,357
linept_bihl,linept_donchess,Bihl System,Donchess Inference,2161,True,0.9145161566140634,0.23122404437981825,0.94628754365914,0.5991501416430595,4.060421101341971,4.060421101341971,0.475683186660491,0.5243168133395091,413,448
keeper,linecfbp_pearatings,Keeper,PEARatings,550,True,0.9469053424299382,0.23121366464790397,0.9284594712247951,0.6194852941176471,4.342563636363636,4.462163636363637,0.45636363636363636,0.5436363636363636,106,108
linecfbp_sp,linept_cather,SP+,linecather,625,True,0.9203975672482851,0.231107111857293,0.9190469430815293,0.5906040268456376,5.22,5.25888,0.568659127625202,0.43134087237479807,138,118
linept_bill,linept_pig,Billingsley,Pigskin Index,3442,True,0.8793587183535242,0.23108672303250188,0.8962214006114518,0.6088957055214724,5.790932597327135,5.790932597327135,0.46149375181633245,0.5385062481836675,705,640
linecfbp_room44_bets,linept_paynep,Room44 Bets,linepaynep,2076,True,0.8540915982613622,0.23102785240142634,0.8800848548735067,0.56201171875,6.449778420038537,6.528073217726396,0.5349397590361445,0.4650602409638554,464,438
linecfbp_cfbwe,linept_round,CFBWE,lineround,324,True,0.8411621160282114,0.23082317053171386,0.9056304365325015,0.5859872611464968,5.650308641975309,5.629320987654321,0.56656346749226,0.43343653250773995,75,63
linecfbp_cfbwe_rounded,linept_round,CFBWE: Rounded,lineround,324,True,0.8410910381316855,0.23071887235651467,0.9056840417195196,0.5946843853820598,5.660493827160494,5.6419753086419755,0.5704918032786885,0.42950819672131146,71,63
linecfbp_blake_atkinson,sagarin_golden_mean,Blake Atkinson,Sagarin Golden Mean,515,True,0.9400977877983951,0.23071687354043166,0.9495644833710065,0.5984251968503937,3.574135922330097,3.6948737864077668,0.5311284046692607,0.4688715953307393,112,96
linecfbp_professor_sides,linept_curry,Professor Sides,Daniel Curry Index,2582,True,0.8998810831963504,0.23070442123056156,0.9070099761287327,0.5770286162289299,5.469492641363284,5.4976800929512,0.5348837209302325,0.46511627906976744,556,545
espn_fpi,linept_super,ESPN FPI,linesuper,769,True,0.9298339247513712,0.23030646305966027,0.8335798144671087,0.5803921568627451,8.374200260078023,8.374200260078023,0.5903771131339401,0.4096228868660598,149,167
linept_pugh,piratings_mean,Pugh Ratings,Pi-Ratings Mean,3889,True,0.9317649883431749,0.2298098084202557,0.9328679530043716,0.5776446065659198,4.534687580354848,4.534944715865262,0.485331960885229,0.514668039114771,804,804
linecfbp_sp,linept_big200,SP+,Big 200,1050,True,0.8894311965810934,0.22964879982942576,0.895133791710067,0.5940499040307101,5.8473999999999995,5.850371428571429,0.540952380952381,0.45904761904761904,221,204
linecfbp_power_rank,linept_paynewl,Power Rank,linepaynewl,2076,True,0.747794972654991,0.22946727376866757,0.8646287296531824,0.5694106186069167,7.156618497109826,7.177832369942196,0.5900770712909441,0.4099229287090559,467,420
linecfbp_david_sasser,linept_laz,David Sasser,Laz Index,503,True,0.8540078563599299,0.22933088433202015,0.8790001618499077,0.5943775100401606,4.764075546719682,4.825785288270377,0.5268389662027833,0.4731610337972167,102,102
linept_paynep,moore_ratings,linepaynep,Moore Power Ratings,3122,True,0.8509627259485911,0.2293174559377256,0.8778723260641855,0.6276834347965395,6.080073670723895,6.080233824471492,0.48492623476587554,0.5150737652341244,563,580
linecfbp_power_rank,sagarin_recent,Power Rank,Sagarin Recent,2636,True,0.9412424365154152,0.2284186464826666,0.948748645224141,0.5575594781273984,3.8648596358118357,3.9186608497723823,0.5184060721062619,0.4815939278937381,582,579
keeper,linecfbp_sp,Keeper,SP+,2629,True,0.9255801676742745,0.22808576720687207,0.9140828167331491,0.574894108586831,5.206534804108026,5.275169265880562,0.45364364746280045,0.5463563525371995,554,557
linept_payne,piratings,linepayne,Pi-Ratings,3124,True,0.8487233201929325,0.22808086966838936,0.886407494767645,0.5721200387221684,6.2131786171574905,6.212858514724712,0.44732628882484793,0.5526737111751521,637,669
linecfbp_room44_bets,sagarin,Room44 Bets,Sagarin Ratings,2636,True,0.9101566553072792,0.22807299202422585,0.9317544847481675,0.5731331793687452,4.520512139605462,4.603577389984825,0.48253606681852695,0.517463933181473,578,558
fei,linecfbp_cfb_graphs,FEI Projections,CFB Graphs,2081,True,0.9025548640542079,0.22801889499830968,0.925151762449597,0.5836194212849436,4.715670350792887,4.809596347909659,0.5104015481373972,0.4895984518626028,455,411
fei,linept_fox,FEI Projections,linefox,2329,True,0.8874184036191152,0.22799181393517923,0.9050700149027398,0.585496866606983,5.08801202232718,5.0933791326749684,0.4930915371329879,0.5069084628670121,499,461
dokter_entropy,linept_paynep,Dokter Entropy,linepaynep,3123,True,0.8754926661283382,0.22798920069694673,0.8966176674855435,0.5793701799485861,5.828978546269613,5.828978546269613,0.5589365791159513,0.4410634208840487,662,625
linecfbp_wilson_ratings,linept_paynep,Wilson Ratings,linepaynep,2078,True,0.8677940328582843,0.22789204322104745,0.8887327498473696,0.5715676728334956,6.118743984600577,6.206328200192493,0.5375360923965351,0.4624639076034649,449,439
keeper,linept_round,Keeper,lineround,2105,True,0.8638655732907882,0.22789024382167836,0.8771870319047056,0.5773548072230357,6.361182897862232,6.361182897862232,0.4978601997146933,0.5021398002853067,449,425
linecfbp_blake_atkinson,linept_born,Blake Atkinson,Born Power Index,515,True,0.927196601930544,0.22783188639992463,0.9285941509012868,0.5590551181102362,4.567961165048544,4.634757281553397,0.5728155339805825,0.42718446601941745,133,100
harville,linecfbp_blake_atkinson,David Harville,Blake Atkinson,515,True,0.9388634413562679,0.2277412776174076,0.949298830391261,0.6200787401574803,3.5549708737864076,3.6386213592233014,0.47572815533980584,0.5242718446601942,96,103
linept_curry,sagarin_predictor,Daniel Curry Index,Sagarin Predictor,3893,True,0.9133737982368391,0.2277295810789102,0.91475072220397,0.569773429454171,5.229023889031596,5.229023889031596,0.45819397993311034,0.5418060200668896,799,843
linecfbp_power_rank_free,linept_big200,Power Rank: Free,Big 200,547,True,0.8983674020959631,0.22763009980648233,0.8970143205160779,0.5805860805860806,5.756709323583181,5.7430347349177335,0.5137111517367459,0.48628884826325414,125,113
congrove,linecfbp_sp,Congrove Computer Rankings,SP+,2638,True,0.8976924372349843,0.2276049123913173,0.9127639672603367,0.5687476062811183,5.34489006823351,5.42702047005307,0.4612756264236902,0.5387243735763098,558,573
linecfbp_sportsline,linept_born,SportsLine,Born Power Index,1062,True,0.8928298126647306,0.2274354516064213,0.895863876703434,0.5504322766570605,5.745838041431261,5.858173258003766,0.5221489161168709,0.47785108388312914,238,233
linecfbp_oddstrader_ai,linept_payne,OddsTrader AI,linepayne,514,True,0.8097304255891512,0.22705981576742382,0.8540281161097258,0.5502958579881657,7.214396887159532,7.236809338521401,0.44639376218323584,0.5536062378167641,108,118
linecfbp_sp,linept_bihl,SP+,Bihl System,1368,True,0.9079376101687994,0.2270555243967174,0.9377432966278398,0.5645756457564576,4.379963450292397,4.512068713450293,0.513909224011713,0.486090775988287,323,274
linecfbp_dratings,linept_pfz,DRatings,PerformanZ Ratings,2591,True,0.8576875172807609,0.22681792189135302,0.8852336597701441,0.5623529411764706,6.2430297182554995,6.2997877267464295,0.550366653801621,0.449633346198379,555,577
linept_dunk,sagarin_golden_mean,Dunkel Index,Sagarin Golden Mean,3472,True,0.9134961950612265,0.2266241063829735,0.9140235563970418,0.5848240046162724,5.177644009216589,5.177644009216589,0.4569040069184203,0.5430959930815797,686,723
linept_super,piratings_mean,linesuper,Pi-Ratings Mean,769,True,0.9129673055648202,0.22646628866009239,0.831149862411365,0.5629139072847682,8.3977633289987,8.3977633289987,0.41612483745123535,0.5838751625487646,171,155
espn_fpi,linecfbp_obmodel,ESPN FPI,OBModel,507,True,0.9416716063713748,0.22641332050967314,0.952353224926062,0.5445544554455446,3.8979289940828403,3.938402366863906,0.48717948717948717,0.5128205128205128,107,122
linecfbp_trent_sorensen,linept_round,Trent Sorensen,lineround,347,True,0.7684831477612948,0.22619251871459747,0.8686878491026111,0.5680473372781065,6.918731988472623,7.027377521613833,0.5260115606936416,0.47398843930635837,88,63
linept_bill,linept_pfz,Billingsley,PerformanZ Ratings,3895,True,0.8080269723565647,0.22593241731033256,0.8516614242899904,0.5567831449126414,7.264641848523748,7.264641848523748,0.5133538777606574,0.48664612223934256,836,858
linept_pfz,sagarin_golden_mean,PerformanZ Ratings,Sagarin Golden Mean,3896,True,0.8551031961267784,0.22592163758433464,0.8825354879313265,0.5773778920308483,6.220423511293635,6.220423511293635,0.4451579758540971,0.5548420241459029,807,810
linecfbp_cfb_professor,linecfbp_jp,CFB Professor,JP+,514,True,0.8842736773552197,0.22573423088412908,0.9208201423876042,0.5597609561752988,5.234046692607004,5.234046692607004,0.5235294117647059,0.4764705882352941,109,113
linecfbp_cfb_victory,linecfbp_oddstrader_ai,CFB Victory,OddsTrader AI,547,True,0.8636852502094802,0.2257309455439876,0.8841018766762972,0.5700389105058365,5.705667276051188,5.705667276051188,0.45857418111753373,0.5414258188824663,117,117
congrove,linecfbp_cbcr2_sam,Congrove Computer Rankings,CBCR2: Sam,515,True,0.8724564805853127,0.22542101274939758,0.8769806529140441,0.5525291828793775,6.269067961165049,6.229961165048543,0.48349514563106794,0.516504854368932,112,111
linecfbp_david_sasser,linept_clean,David Sasser,Cleanup Hitter,503,True,0.7289445266857164,0.2253506823775063,0.8285911269398828,0.5608247422680412,7.699662027833002,7.779184890656064,0.5697211155378487,0.4302788844621514,113,109
linecfbp_cfbwe_talent,sagarin,CFBWE: Talent,Sagarin Ratings,516,True,0.7478007934437706,0.22490191879724036,0.8736570459538534,0.5555555555555556,6.7598643410852715,6.745174418604652,0.4621359223300971,0.537864077669903,113,114
espn_fpi,linept_kerns,ESPN FPI,Stephen Kerns,3896,True,0.8785181395308359,0.22433120976374687,0.8838964338996417,0.5789473684210527,5.990954825462013,5.990569815195072,0.569005397070162,0.4309946029298381,803,805
linecfbp_cfb_victory,linept_kam,CFB Victory,Edward Kambour,1051,True,0.8492163073486336,0.22420337977827026,0.8766925544066131,0.5594202898550724,6.350989533777355,6.444234062797335,0.4747859181731684,0.5252140818268316,244,221
linecfbp_mcillece_sports,sagarin_recent,McIllece Sports,Sagarin Recent,550,True,0.9205007866423721,0.22413660966351945,0.9166331514505398,0.5567765567765568,4.9388,4.966836363636364,0.5401459854014599,0.45985401459854014,131,110
linecfbp_room44_bets,teamrankings,Room44 Bets,TeamRankings.com,2636,True,0.921741848652762,0.22389944628366446,0.9343069611027984,0.5658612626656274,4.451817147192717,4.539601669195751,0.4837351703023345,0.5162648296976655,578,564
linecfbp_room44_bets,linept_laz,Room44 Bets,Laz Index,2588,True,0.8776535299803722,0.2238303711158059,0.9099643998774427,0.5670062695924765,5.103469860896444,5.175231839258115,0.49710088906068806,0.5028991109393119,558,556
linept_pig,massey,Pigskin Index,Massey Ratings,3443,True,0.9254942630034444,0.22367068733648923,0.9295698844389501,0.5798035604665439,4.69017717107174,4.691048504211444,0.4966579482708515,0.5033420517291485,660,777
linecfbp_dratings,linept_talis,DRatings,Talisman Red,2546,True,0.9110746451397004,0.2236338926263813,0.9199550302307585,0.5984031936127745,4.952843676355067,5.043071484681854,0.5328610783156238,0.4671389216843762,500,532
linecfbp_jp,linept_kam,JP+,Edward Kambour,2080,True,0.9035014226034075,0.22360624267548865,0.9155370073668361,0.554691298006806,5.213384615384616,5.299394230769231,0.5098605098605099,0.49013949013949015,488,432
linecfbp_ryder_analytics,massey,Ryder Analytics,Massey Ratings,550,True,0.7939512749647374,0.223569480646692,0.8708446084989034,0.5879120879120879,6.475363636363636,6.5094,0.44181818181818183,0.5581818181818182,108,120
linecfbp_power_rank_free,linecfbp_professor_sides,Power Rank: Free,Professor Sides,1574,True,0.9215261047749932,0.22353363308696939,0.9309622192600413,0.5935275080906149,4.606480304955528,4.606480304955528,0.5,0.5,326,300
dokter_entropy,linecfbp_david_sasser,Dokter Entropy,David Sasser,550,True,0.9342956393667373,0.2235011555150747,0.9421706984148531,0.5387453874538746,4.133272727272727,4.191236363636364,0.5009107468123861,0.4990892531876138,118,132
linecfbp_ryder_analytics,linecfbp_trent_sorensen,Ryder Analytics,Trent Sorensen,550,True,0.6084745764262111,0.22342334945815662,0.8055443080261523,0.5608856088560885,8.152727272727272,8.152727272727272,0.506398537477148,0.4936014625228519,110,127
linecfbp_cfb_professor,linept_dwig,CFB Professor,DP Dwiggins,1019,True,0.8604981414928804,0.22342092020341578,0.8937284525716128,0.5537359263050153,5.890873405299313,5.955152109911678,0.5198019801980198,0.4801980198019802,215,242
linecfbp_cfb_victory,linecfbp_jp,CFB Victory,JP+,1098,True,0.8095961598011844,0.22340736607175685,0.8682659800921654,0.5611577964519141,6.491165755919854,6.491165755919854,0.4743119266055046,0.5256880733944954,223,252
linecfbp_dratings,linept_bihl,DRatings,Bihl System,1368,True,0.9071243865589166,0.22337951421754673,0.9397190381309791,0.6001483679525222,4.271498538011696,4.3587353801169595,0.5292825768667643,0.4707174231332357,289,261
linept_how,linept_pugh,Howell,Pugh Ratings,3887,True,0.8888023131904628,0.22332658875426123,0.8972348553780146,0.5878432418021861,5.88385129920247,5.88385129920247,0.48674388674388674,0.5132561132561133,785,804
linecfbp_cbcr2_sam,linept_pugh,CBCR2: Sam,Pugh Ratings,515,True,0.8893469367298943,0.22320502494858344,0.8964941924346975,0.6062378167641326,5.601592233009709,5.656116504854369,0.49320388349514566,0.5067961165048543,114,91
linecfbp_beta_rank,linept_laz,Beta_Rank,Laz Index,2590,True,0.8781045490476891,0.2231964982945032,0.8974552525631602,0.5927654609101517,5.519633204633204,5.588389961389962,0.4673619157976053,0.5326380842023948,484,568
linecfbp_jp,moore_ratings,JP+,Moore Power Ratings,2127,True,0.8632640019816458,0.22318408381616253,0.9034835793261481,0.5719714964370546,5.497616361071932,5.588457921955805,0.5303244005641748,0.4696755994358251,487,428
linept_bill,linept_kam,Billingsley,Edward Kambour,3893,True,0.8678672237666164,0.22311278473315585,0.8925373154164196,0.5671296296296297,6.010793732340097,6.010793732340097,0.470679012345679,0.529320987654321,838,814
dokter_entropy,linept_big200,Dokter Entropy,Big 200,1558,True,0.8959586094490981,0.22308547451432176,0.9037550069146546,0.5824742268041238,5.5454300385109105,5.5454300385109105,0.5479099678456592,0.45209003215434085,314,329
keeper,linept_pfz,Keeper,PerformanZ Ratings,3887,True,0.8629694891554852,0.22293109166169134,0.8650382608301921,0.5790559711116843,6.770841265757653,6.770841265757653,0.5276705276705277,0.4723294723294723,823,793
linecfbp_blake_atkinson,sagarin_recent,Blake Atkinson,Sagarin Recent,515,True,0.9463260223911759,0.22291098988607,0.9529181255837811,0.6003937007874016,3.4386407766990295,3.4756893203883497,0.5252918287937743,0.47470817120622566,113,96
linept_bill,piratings_mean,Billingsley,Pi-Ratings Mean,3895,True,0.8754721370522844,0.22269278313398785,0.9003512212848737,0.5764828303850156,5.7120744544287545,5.711817715019255,0.4589111453518233,0.5410888546481767,825,803
dokter_entropy,linept_born,Dokter Entropy,Born Power Index,3132,True,0.9324854611378969,0.22265469999176996,0.9281133999724471,0.5578340275552708,4.835772669220945,4.835772669220945,0.5396166134185304,0.46038338658146966,679,673
linecfbp_john_harris,linept_donchess,John Harris,Donchess Inference,1051,True,0.9635830745598465,0.2226023536077194,0.9656813694836062,0.6041257367387033,2.974500475737393,3.162987630827783,0.49373191899710706,0.506268081002893,222,213
linecfbp_mcillece_sports,linept_loud,McIllece Sports,Loudsound.org,503,True,0.7453670463880834,0.22207382603036546,0.8104415743472746,0.5758196721311475,7.633598409542744,7.647514910536779,0.562,0.438,113,98
fei,piratings,FEI Projections,Pi-Ratings,3896,True,0.9070317688668501,0.22199080370794388,0.919691420435484,0.5879738562091503,4.750133470225872,4.753598562628337,0.48612911589318125,0.5138708841068188,794,797
linept_clean,linept_fluker,Cleanup Hitter,Slate Fluker,694,True,0.7376209176662707,0.22193849930494844,0.8406908653100527,0.5993975903614458,7.5362103746397695,7.5362103746397695,0.3962536023054755,0.6037463976945245,135,140
linecfbp_sportsratings,linept_elo,SportsRatings,Beck Elo,503,True,0.9117435976706727,0.22181747965502113,0.8807100152947795,0.59,5.860974155069583,5.937316103379723,0.46322067594433397,0.536779324055666,105,103
congrove,linept_kam,Congrove Computer Rankings,Edward Kambour,3893,True,0.8916107482922988,0.22179488129047323,0.9057596030587561,0.5890375707668554,5.446843051631133,5.447099922938607,0.48226221079691517,0.5177377892030849,825,746
linecfbp_matt_grissom,linept_donchess,Matt Grissom,Donchess Inference,1051,True,0.9513835125021748,0.2216983578454654,0.9530690466953546,0.5753158406219631,3.5671741198858227,3.740057088487155,0.4731285988483685,0.5268714011516314,236,219
linept_log,sagarin_predictor,Logistic Regression,Sagarin Predictor,1908,True,0.560190943187694,0.22166122981041517,0.8428250772310648,0.5603357817418678,7.844994758909853,7.844994758909853,0.41561844863731656,0.5843815513626834,413,416
linecfbp_cfb_geek,linecfbp_sv_bettor,CFB Geek,SV Bettor,505,True,0.9023344126134201,0.2215264321280974,0.909718057232275,0.56875,5.633267326732674,5.633267326732674,0.508,0.492,111,103
linecfbp_cbcr2_power,linept_kerns,CBCR2: Power,Stephen Kerns,1063,True,0.8673478800450143,0.22140769871005955,0.8711049753839992,0.5903041825095057,6.102351834430856,6.194825964252117,0.5198487712665406,0.48015122873345933,228,218
linecfbp_professor_sides,piratings_bias,Professor Sides,PI-Rate Bias,2632,True,0.9329878127238177,0.2213749341323535,0.9346360941078617,0.5689455388180765,4.505550911854104,4.562078267477204,0.5254496747034061,0.47455032529659397,576,565
linecfbp_power_rank,piratings_bias,Power Rank,PI-Rate Bias,2636,True,0.955903300121424,0.22130992456333934,0.9471794723919515,0.5599229287090559,4.056938543247345,4.119487860394537,0.5449330783938815,0.45506692160611856,587,565
linept_rwp,linept_talis,Laffaye RWP,Talisman Red,3712,True,0.8621473707693481,0.2212093421165538,0.875815742280673,0.5778257350957647,6.235692349137931,6.235692349137931,0.4744073275862069,0.5255926724137931,748,793
linept_big200,moore_ratings,Big 200,Moore Power Ratings,1557,True,0.8627188614754729,0.2210807080932119,0.877865410311509,0.5794212218649518,6.365979447655748,6.36533718689788,0.5038560411311054,0.4961439588688946,342,302
keeper,linecfbp_professor_sides,Keeper,Professor Sides,2625,True,0.9235638850841829,0.22106614782887912,0.9122888469775854,0.5794356397371473,5.293782857142857,5.3385066666666665,0.4683206106870229,0.5316793893129771,575,530
linecfbp_blake_atkinson,linept_donchess,Blake Atkinson,Donchess Inference,515,True,0.9397980016794839,0.22074075684273048,0.9480930569066115,0.5915492957746479,3.642330097087379,3.763495145631068,0.5343811394891945,0.4656188605108055,107,100
linecfbp_sp,linept_laz,SP+,Laz Index,2590,True,0.9119059406347595,0.22057093637243055,0.924007396307516,0.578003120124805,4.598339768339769,4.683907335907336,0.5152804642166344,0.4847195357833656,556,534
linecfbp_blake_atkinson,moore_ratings,Blake Atkinson,Moore Power Ratings,514,True,0.9051703994945061,0.2197991439410014,0.9276181489965325,0.571992110453649,4.631692607003891,4.688540856031128,0.5836575875486382,0.4163424124513619,120,102
linecfbp_cfb_professor,linept_log,CFB Professor,Logistic Regression,486,True,0.5708446532282736,0.2195042415448444,0.8386128870080616,0.56875,8.227283950617284,8.195102880658437,0.5452674897119342,0.4547325102880658,91,123
dokter_entropy,linept_payne,Dokter Entropy,linepayne,3123,True,0.8419802161873279,0.2192532592964271,0.8932103875098261,0.5711989713918354,5.917941082292667,5.917941082292667,0.5615779345734445,0.4384220654265555,664,647
congrove,linecfbp_cfbwe_margin,Congrove Computer Rankings,CFBWE: Margin,516,True,0.8734094499735773,0.21911601015103613,0.9077866372687392,0.5909980430528375,5.473527131782945,5.518410852713179,0.4805447470817121,0.519455252918288,113,101
linecfbp_blake_atkinson,sagarin,Blake Atkinson,Sagarin Ratings,515,True,0.9491048624517867,0.21873635724889043,0.9561890838092783,0.6086956521739131,3.311747572815534,3.387669902912621,0.541747572815534,0.458252427184466,111,88
linecfbp_professor_sides,linept_round,Professor Sides,lineround,1325,True,0.8525197041624745,0.21869139399553564,0.9006044315551966,0.5987411487018096,5.74045283018868,5.769056603773585,0.5435936315390447,0.4564063684609553,280,257
linecfbp_pearatings,linept_dwig,PEARatings,DP Dwiggins,503,True,0.9118165712129754,0.21864835009775366,0.8911108066523996,0.615071283095723,5.586282306163021,5.665407554671968,0.5301204819277109,0.46987951807228917,94,102
linept_elo,linept_fluker,Beck Elo,Slate Fluker,694,True,0.902287619789099,0.2185818853339799,0.9204105526613329,0.5982274741506647,4.658861671469741,4.658861671469741,0.46320346320346323,0.5367965367965368,136,135
espn_fpi,piratings_bias,ESPN FPI,PI-Rate Bias,3943,True,0.9463654082316897,0.21855773428322206,0.9427093759222654,0.5743537240849756,4.1080446360639105,4.1079178290641645,0.5144670050761422,0.4855329949238579,828,822
linecfbp_cbcr2_sam,linecfbp_cfb_graphs,CBCR2: Sam,CFB Graphs,511,True,0.8776695256189749,0.21852937819688287,0.9004544257355352,0.5660749506903353,5.549315068493151,5.549315068493151,0.4841897233201581,0.5158102766798419,108,109
dokter_entropy,linecfbp_cfbwe,Dokter Entropy,CFBWE,516,True,0.9347982010387105,0.21796737829642446,0.9466956175168839,0.5826771653543307,4.064089147286821,4.146996124031007,0.4941860465116279,0.5058139534883721,100,112
dokter_entropy,linecfbp_cfbwe_rounded,Dokter Entropy,CFBWE: Rounded,516,True,0.9349779872994373,0.21793541106000514,0.9471473539751147,0.5836734693877551,4.0657945736434105,4.146220930232558,0.49806201550387597,0.501937984496124,102,109
linept_dwig,massey,DP Dwiggins,Massey Ratings,3888,True,0.8837381784620673,0.2177930729551312,0.8899081713458471,0.5456238361266295,6.059416152263375,6.060187757201646,0.4747682801235839,0.525231719876416,838,913
linept_wayward,piratings_mean,Waywardtrends,Pi-Ratings Mean,1559,True,0.944131584172999,0.2175051541877466,0.9411257008102835,0.5738451528952505,4.196080821039128,4.196080821039128,0.5073765234124439,0.4926234765875561,340,317
linecfbp_cfb_victory,sagarin_recent,CFB Victory,Sagarin Recent,1098,True,0.8615971199912043,0.21746919646989388,0.8859062468748954,0.5846438482886216,6.0707923497267755,6.142577413479053,0.4443430656934307,0.5556569343065694,231,227
linecfbp_room44_bets,linept_payne,Room44 Bets,linepayne,2076,True,0.8167113623229725,0.21718636405267486,0.8764860421423321,0.576171875,6.517875722543353,6.5713535645472065,0.5267727930535456,0.4732272069464544,456,412
linecfbp_si_composite,linept_kam,SI Composite,Edward Kambour,505,True,0.9446954119617136,0.21717015105192525,0.9405429526817694,0.5916334661354582,4.176455445544554,4.215623762376238,0.5178571428571429,0.48214285714285715,105,104
linecfbp_oddstrader_ai,linecfbp_tshoe_index,OddsTrader AI,TShoe Index,1057,True,0.8765788136183379,0.21687620720192435,0.9014350614907267,0.5663010967098704,5.276631977294229,5.276631977294229,0.4831243972999036,0.5168756027000965,228,225
linept_paynep,linept_pig,linepaynep,Pigskin Index,3104,True,0.8699627580443955,0.216759243683755,0.8883680256891751,0.5914198161389173,6.03721649484536,6.037216494845361,0.4529335912314636,0.5470664087685364,644,616
linept_fluker,piratings,Slate Fluker,Pi-Ratings,694,True,0.9332183715481037,0.21657720752937093,0.9284937082652497,0.5895522388059702,4.357247838616715,4.357247838616715,0.5645863570391872,0.43541364296081275,151,127
linept_cather,linept_paynep,linecather,linepaynep,923,True,0.8932251208679393,0.21634627958742444,0.8943872404651794,0.5727170236753101,5.902091007583966,5.902091007583966,0.49729144095341277,0.5027085590465872,184,206
