model_a,model_b,model_a_name,model_b_name,n_common,meets_min_common,prediction_correlation,edge_correlation,error_correlation,same_side_rate,mean_absolute_prediction_difference,mean_absolute_edge_difference,a_lower_error_rate,b_lower_error_rate,a_only_ats_correct,b_only_ats_correct
linecfbp_kford,linecfbp_room44_bets,KFord,Room44 Bets,1613,True,0.9443560967411521,0.3922833043410836,0.9545943297304259,0.6065573770491803,3.679603223806572,3.679603223806572,0.5069182389937107,0.4930817610062893,301,323
linept_born,piratings_mean,Born Power Index,Pi-Ratings Mean,3133,True,0.9410432164502679,0.39180497036325473,0.9391904765838902,0.6324813976059528,4.381015001595915,4.381334184487712,0.44696485623003196,0.5530351437699681,562,564
linecfbp_jp,linept_rwp,JP+,Laffaye RWP,2033,True,0.8177490128075325,0.39175633631568807,0.9017572959930563,0.6132404181184669,5.782641416625677,5.822434825381209,0.5475135401280158,0.45248645987198427,422,364
linecfbp_cfb_victory,linecfbp_wilson_ratings,CFB Victory,Wilson Ratings,1098,True,0.8596558746549092,0.3916922928953438,0.9022252252523127,0.6423220973782772,5.516848816029144,5.516848816029144,0.4559633027522936,0.5440366972477064,199,193
linecfbp_cfbwe_talent,linecfbp_jp,CFBWE: Talent,JP+,516,True,0.759399030338572,0.39157445901215754,0.8871215096979121,0.6351084812623274,6.465116279069767,6.465116279069767,0.466796875,0.533203125,97,88
linecfbp_dratings,massey,DRatings,Massey Ratings,2638,True,0.917990462562342,0.39147097876676007,0.9462594890500675,0.6423892100192679,3.991417740712661,4.051667930250189,0.5091047040971168,0.49089529590288317,461,498
linept_curry,piratings_bias,Daniel Curry Index,PI-Rate Bias,3893,True,0.9224179135345362,0.3912807991658992,0.9259980025545528,0.6331866425058245,4.835001284356537,4.835258155664011,0.4640102827763496,0.5359897172236504,681,712
linept_talis,piratings_mean,Talisman Red,Pi-Ratings Mean,3839,True,0.9308030384998058,0.3911344296142187,0.9390146774762786,0.6217001055966209,4.370515759312321,4.370776243813493,0.47432890278863693,0.5256710972113631,743,679
piratings_mean,sagarin,Pi-Ratings Mean,Sagarin Ratings,3943,True,0.9595189418326016,0.3910565096342554,0.9613254564701823,0.6373230373230373,3.363898047172204,3.3641516611716966,0.4932689865379731,0.5067310134620269,686,725
harville,linecfbp_jp,David Harville,JP+,2129,True,0.9097030060732663,0.39098875383647985,0.941176782100827,0.6095011876484561,4.301531235321747,4.374495068107092,0.5101081335213916,0.4898918664786084,397,435
linept_pig,linept_super,Pigskin Index,linesuper,769,True,0.9279115203340477,0.39055304461065316,0.8545951902018414,0.6347222222222222,7.831937581274381,7.831937581274381,0.5848563968668408,0.4151436031331593,127,143
linecfbp_obmodel,linecfbp_si_composite,OBModel,SI Composite,505,True,0.9503665029176042,0.3905407505539532,0.9592102583749309,0.6147704590818364,3.5562376237623763,3.5562376237623763,0.49798387096774194,0.5020161290322581,102,89
linecfbp_power_rank_free,teamrankings,Power Rank: Free,TeamRankings.com,1579,True,0.9539805290106431,0.3905199818713995,0.9591989081093238,0.6066104990278678,3.567118429385687,3.691057631412286,0.48911651728553135,0.5108834827144686,324,300
linecfbp_cbcr2_power,linecfbp_matt_grissom,CBCR2: Power,Matt Grissom,548,True,0.9281661455295488,0.39045692479280575,0.9347671989398114,0.6408839779005525,4.589963503649636,4.589963503649636,0.4522058823529412,0.5477941176470589,99,99
fei,linept_elo,FEI Projections,Beck Elo,3896,True,0.891617200657137,0.39009210172361947,0.9273885053457541,0.6387951181511295,4.639653490759754,4.642861909650924,0.5229899820190085,0.4770100179809915,706,679
linecfbp_cbcr2_power,linept_dwig,CBCR2: Power,DP Dwiggins,1060,True,0.9019594100771523,0.3897824097423394,0.9045145253004119,0.655511811023622,5.352358490566037,5.458773584905661,0.5304761904761904,0.4695238095238095,218,164
linecfbp_dratings,linecfbp_power_rank_free,DRatings,Power Rank: Free,1579,True,0.9236029874398388,0.38971120568300943,0.9505723296483711,0.6365409622886866,3.9500949968334393,3.9500949968334393,0.518257527226137,0.4817424727738629,277,295
linecfbp_dratings,linept_paynewl,DRatings,linepaynewl,2078,True,0.7716263814976625,0.3895729051429265,0.8813319817547893,0.6261636452719255,6.59716073147257,6.637064485081809,0.5908433734939759,0.4091566265060241,401,379
harville,linecfbp_david_sasser,David Harville,David Sasser,550,True,0.9338567500405064,0.38931047775660504,0.9471344351627043,0.6256880733944954,3.881090909090909,3.9605090909090905,0.4909090909090909,0.509090909090909,90,120
linecfbp_david_sasser,linecfbp_wilson_ratings,David Sasser,Wilson Ratings,550,True,0.9259056778923688,0.3892161808318425,0.9415625157605014,0.601113172541744,4.155818181818183,4.155818181818183,0.5469613259668509,0.4530386740331492,120,94
linecfbp_tshoe_index,linept_pfz,TShoe Index,PerformanZ Ratings,2082,True,0.8754728612172789,0.3891637108671675,0.8974508107009233,0.6442687747035574,5.76850144092219,5.826128722382324,0.5583853916386353,0.44161460836136474,352,402
linecfbp_cfbwe_margin,sagarin,CFBWE: Margin,Sagarin Ratings,516,True,0.9238388561235445,0.38915908876941524,0.9474781461435672,0.6634050880626223,3.78187984496124,3.8312596899224807,0.4883720930232558,0.5116279069767442,84,89
linecfbp_power_rank,sagarin,Power Rank,Sagarin Ratings,2636,True,0.9564381336128515,0.38912532483003714,0.9687873772947103,0.614735226400614,3.0223748103186647,3.1101213960546286,0.499049068086725,0.500950931913275,508,511
dokter_entropy,linecfbp_si_composite,Dokter Entropy,SI Composite,505,True,0.9527216606336241,0.38908966660272387,0.9641109305518258,0.6172344689378757,3.401089108910891,3.478673267326733,0.5168316831683168,0.48316831683168315,98,91
fei,linept_bill,FEI Projections,Billingsley,3895,True,0.8501384368499779,0.3890716562110328,0.9085474121090077,0.6050856253243383,5.601098844672657,5.604308087291399,0.5267077555213149,0.4732922444786852,757,757
linecfbp_wilson_ratings,moore_ratings,Wilson Ratings,Moore Power Ratings,2636,True,0.9140496654178706,0.38905816438362434,0.9347972652311713,0.6214039125431531,4.507886949924128,4.60646813353566,0.5396885681731864,0.4603114318268135,499,496
linecfbp_mcillece_sports,linecfbp_sportsratings,McIllece Sports,SportsRatings,550,True,0.926650912027612,0.38898346166130576,0.9111958300748693,0.6206261510128913,5.0289090909090906,5.028909090909091,0.5073260073260073,0.4926739926739927,107,98
linecfbp_cfb_victory,linecfbp_sp,CFB Victory,SP+,1098,True,0.8751228300111408,0.3886902146020909,0.9026997572520754,0.6610800744878957,5.527686703096538,5.527686703096538,0.45362718089990817,0.5463728191000918,176,192
linecfbp_pearatings,linept_donchess,PEARatings,Donchess Inference,503,True,0.9596370517588997,0.38779992962946247,0.9631481020319402,0.6227180527383367,3.2222664015904567,3.351491053677932,0.46,0.54,89,105
linecfbp_sportsline,linept_paynep,SportsLine,linepaynep,1053,True,0.8546564429218042,0.3876481976387353,0.8854357195805681,0.622093023255814,6.504995251661919,6.608471035137702,0.5703422053231939,0.4296577946768061,208,194
linept_pugh,sagarin_predictor,Pugh Ratings,Sagarin Predictor,3889,True,0.9578480140648968,0.38758676286226,0.9469149622310313,0.6317959288843081,3.999238878889175,3.999238878889175,0.4662892434379825,0.5337107565620175,681,721
linecfbp_jp,linept_clean,JP+,Cleanup Hitter,2043,True,0.7464209271612097,0.3874332806534906,0.8787008937379323,0.6265182186234818,6.726010768477729,6.803230543318649,0.5452755905511811,0.4547244094488189,404,363
linept_talis,teamrankings,Talisman Red,TeamRankings.com,3839,True,0.9339853676826387,0.3874022401410026,0.9421806804481507,0.6573241671073506,4.036350612138578,4.036350612138578,0.46908426819723453,0.5309157318027654,672,632
linecfbp_tshoe_index,moore_ratings,TShoe Index,Moore Power Ratings,2125,True,0.9106765338868335,0.3873337644609654,0.9320634606217537,0.6357039187227866,4.582527058823529,4.668625882352941,0.5357815442561206,0.4642184557438795,387,391
linept_bihl,sagarin_recent,Bihl System,Sagarin Recent,2161,True,0.9314705019614469,0.3871937404593369,0.9538807114624512,0.6259860788863109,3.7750023137436375,3.7750023137436375,0.4879518072289157,0.5120481927710844,392,406
harville,linept_pfz,David Harville,PerformanZ Ratings,3896,True,0.8877732463867318,0.38717141544858497,0.9066433850165079,0.624775122076587,5.634353182751541,5.634353182751541,0.5618093035209458,0.43819069647905423,704,731
linept_dwig,linept_elo,DP Dwiggins,Beck Elo,3888,True,0.9013621944265269,0.38712823443830896,0.9075838725271442,0.6266950279181069,5.5187165637860085,5.5187165637860085,0.47800360174942114,0.5219963982505789,709,720
linept_donchess,linept_paynewl,Donchess Inference,linepaynewl,3124,True,0.768562963885533,0.3865788863275266,0.8764401083237301,0.632994424401443,6.62710947503201,6.62710947503201,0.5821851970522268,0.4178148029477731,573,554
fei,linept_big200,FEI Projections,Big 200,1558,True,0.9063739086102216,0.38654743604183983,0.9140519876102559,0.6358306188925081,5.274403080872914,5.274403080872914,0.525369299935774,0.4746307000642261,257,299
linecfbp_beta_rank,linecfbp_tshoe_index,Beta_Rank,TShoe Index,2126,True,0.9114507135310657,0.3863147127701243,0.9265534874440567,0.6137359961032636,4.798541862652869,4.798541862652869,0.45329540066382173,0.5467045993361783,388,421
linecfbp_wilson_ratings,linept_talis,Wilson Ratings,Talisman Red,2546,True,0.9283476674963315,0.386313181810374,0.9319464754526053,0.6136724960254372,4.650652003142184,4.771924587588374,0.5159135559921415,0.48408644400785855,475,518
fei,linept_rwp,FEI Projections,Laffaye RWP,3767,True,0.8446215206365979,0.38591017045754494,0.9025224541189486,0.6290625839376847,5.602936023360764,5.602936023360764,0.530693595535477,0.469306404464523,696,682
linecfbp_pearatings,moore_ratings,PEARatings,Moore Power Ratings,550,True,0.9131043312221497,0.38590030826423494,0.9297559349204894,0.6293577981651376,4.432709090909091,4.529690909090909,0.5492700729927007,0.45072992700729925,97,107
linecfbp_sportsline,linept_payne,SportsLine,linepayne,1053,True,0.8272243217470409,0.385581573643051,0.8813485293562763,0.6427879961277831,6.6501329534662865,6.735811965811966,0.5769961977186312,0.4230038022813688,199,178
linecfbp_power_rank,linept_clean,Power Rank,Cleanup Hitter,2550,True,0.7904507684119196,0.3853908788321866,0.8904873698292116,0.6328600405679513,6.2208,6.3096313725490205,0.5722178374112076,0.4277821625887924,474,468
espn_fpi,sagarin_golden_mean,ESPN FPI,Sagarin Golden Mean,3943,True,0.9386725191008661,0.3850022142577067,0.9557269634037843,0.6313915034342407,3.513738270352523,3.5129267055541464,0.5175304878048781,0.48246951219512196,707,721
linecfbp_matt_grissom,linept_born,Matt Grissom,Born Power Index,547,True,0.9335421060875565,0.3849337697963419,0.9300399900493032,0.6599264705882353,4.62453382084095,4.713382084095064,0.5439560439560439,0.45604395604395603,92,95
dokter_entropy,piratings_bias,Dokter Entropy,PI-Rate Bias,3942,True,0.9578822951105469,0.38478163761442574,0.9560293598018765,0.6225641025641026,3.6614129883307966,3.6611593099949267,0.5263959390862945,0.4736040609137056,733,737
keeper,teamrankings,Keeper,TeamRankings.com,3934,True,0.9475357319014791,0.3847406641338526,0.936792401122201,0.630462891130075,4.493050330452466,4.492796136248094,0.46357615894039733,0.5364238410596026,744,699
linecfbp_matt_grissom,sagarin_predictor,Matt Grissom,Sagarin Predictor,1098,True,0.9618285460223133,0.3846853605741584,0.9630145903780566,0.62557497700092,3.2395719489981785,3.3494990892531877,0.48495897903372837,0.5150410209662717,211,208
linept_pig,sagarin,Pigskin Index,Sagarin Ratings,3443,True,0.9589270384567665,0.3845056266725703,0.9574151412708973,0.6627764127764127,3.469541097879756,3.469541097879756,0.4898196625945317,0.5101803374054683,545,620
linecfbp_power_rank,sagarin_predictor,Power Rank,Sagarin Predictor,2636,True,0.9532691519038626,0.38446870436423874,0.9669516069843738,0.617217524980784,3.120864946889226,3.2320333839150224,0.5083650190114068,0.49163498098859315,489,517
linecfbp_dratings,linecfbp_john_harris,DRatings,John Harris,1097,True,0.9574694434191203,0.3843991088814663,0.9628100617203418,0.6500470366886171,3.1437556973564265,3.1437556973564265,0.5009208103130756,0.4990791896869245,189,200
linecfbp_blake_atkinson,linecfbp_kford,Blake Atkinson,KFord,515,True,0.9611320001266461,0.38436739929268154,0.9673780680654556,0.6421471172962226,2.8640776699029127,2.8640776699029127,0.5148514851485149,0.48514851485148514,95,88
linecfbp_professor_sides,teamrankings,Professor Sides,TeamRankings.com,2632,True,0.9549932137876253,0.38428217040704693,0.95995876957567,0.6413255360623782,3.3634840425531918,3.4501101823708202,0.49923195084485406,0.500768049155146,466,487
linecfbp_john_harris,linept_bihl,John Harris,Bihl System,555,True,0.9336864221565113,0.38415810318579047,0.9555486731679237,0.6691176470588235,3.2560900900900904,3.327009009009009,0.5815217391304348,0.41847826086956524,106,79
linecfbp_cbcr2_sam,massey,CBCR2: Sam,Massey Ratings,515,True,0.9063796850212437,0.3840690642566891,0.92132924809954,0.6459143968871596,4.831067961165049,4.871572815533981,0.4796116504854369,0.5203883495145631,88,94
espn_fpi,linecfbp_cbcr2_power,ESPN FPI,CBCR2: Power,1063,True,0.9301817414294131,0.3839830800657092,0.936839911029694,0.6132701421800948,4.3747789275635,4.471486359360301,0.5254237288135594,0.4745762711864407,201,213
linept_elo,linept_pugh,Beck Elo,Pugh Ratings,3889,True,0.9326502077224067,0.38372879260827597,0.9302027426018995,0.6221993304146278,4.800347132939058,4.800347132939058,0.503606388459557,0.4963936115404431,720,723
linecfbp_beta_rank,linecfbp_john_harris,Beta_Rank,John Harris,1096,True,0.9263794702095368,0.38366015029377704,0.9354973876629736,0.6164639850327409,4.581660583941606,4.581660583941606,0.4275161588180979,0.5724838411819021,190,227
linecfbp_wilson_ratings,linept_paynewl,Wilson Ratings,linepaynewl,2078,True,0.762567153456377,0.38362697338566004,0.8785568393598434,0.6122747199220653,6.8489990375360925,6.88645813282002,0.5760346487006738,0.4239653512993263,414,388
linecfbp_cfb_victory,linecfbp_pearatings,CFB Victory,PEARatings,550,True,0.8802350306643583,0.3835635556064528,0.8980263463643811,0.6542056074766355,5.2727272727272725,5.2727272727272725,0.4468864468864469,0.5531135531135531,94,98
linecfbp_jp,linecfbp_pearatings,JP+,PEARatings,550,True,0.9270571033556045,0.38306874710551253,0.9405199925882376,0.562152133580705,4.18509090909091,4.18509090909091,0.4606946983546618,0.5393053016453382,121,117
piratings,teamrankings,Pi-Ratings,TeamRankings.com,3943,True,0.9512666688826447,0.38303144055831406,0.9555556599814413,0.6402803010641059,3.5952143038295716,3.595467917829064,0.48320943347859524,0.5167905665214048,703,704
linecfbp_cfb_geek,sagarin_recent,CFB Geek,Sagarin Recent,2122,True,0.9383781554968941,0.38289963749355865,0.945034960684178,0.6475332068311196,3.9075966069745522,3.961969839773798,0.49598867390278434,0.5040113260972157,390,361
linept_talis,linept_wayward,Talisman Red,Waywardtrends,1555,True,0.9396880402878126,0.3827063416070177,0.9388190492384261,0.6087516087516087,4.430109324758842,4.430109324758842,0.47717041800643084,0.5228295819935691,300,300
linecfbp_cbcr2_sam,teamrankings,CBCR2: Sam,TeamRankings.com,515,True,0.921302741166391,0.38256053691313147,0.9325829838304162,0.6190476190476191,4.552427184466019,4.552427184466019,0.4657534246575342,0.5342465753424658,99,93
congrove,linept_cather,Congrove Computer Rankings,linecather,923,True,0.9122739996591678,0.3824560424460768,0.912273221568488,0.6489841986455982,5.16759479956663,5.16759479956663,0.5157096424702059,0.48429035752979416,192,133
fei,moore_ratings,FEI Projections,Moore Power Ratings,3893,True,0.9030027165255907,0.3823649094932255,0.9268486238318038,0.6365524402907581,4.720148985358335,4.72297456974056,0.5209350115592088,0.47906498844079115,702,697
linecfbp_room44_bets,linept_wayward,Room44 Bets,Waywardtrends,1051,True,0.9363326127666152,0.3823272878700222,0.9487898346168316,0.6026871401151631,3.989733587059942,4.159933396764986,0.5337773549000951,0.46622264509990485,227,202
linept_pugh,moore_ratings,Pugh Ratings,Moore Power Ratings,3886,True,0.9257903851529226,0.3820214259484666,0.9304055309324168,0.6562821833161689,4.620218733916623,4.620090066906845,0.5155727155727156,0.48442728442728444,648,664
linept_how,massey,Howell,Massey Ratings,3894,True,0.8712777712649511,0.3819576817630857,0.9186421838198106,0.6116737739872068,5.230837185413456,5.230066769388802,0.4754435587554641,0.5245564412445358,715,791
linecfbp_kford,moore_ratings,KFord,Moore Power Ratings,1611,True,0.9237733773392931,0.38195542002138416,0.9398386775507191,0.6330619912335629,4.192805710738672,4.328547486033519,0.5723153320918684,0.4276846679081316,316,281
linecfbp_matt_grissom,piratings,Matt Grissom,Pi-Ratings,1098,True,0.9474437591533204,0.38191615711102866,0.9491291512567916,0.6460258780036968,3.7592805100182156,3.9101912568306005,0.5606617647058824,0.43933823529411764,226,170
linecfbp_pearatings,linept_bihl,PEARatings,Bihl System,254,True,0.9365947548033775,0.3818138017184503,0.9538153556973334,0.6428571428571429,3.3753149606299213,3.3935039370078743,0.562992125984252,0.43700787401574803,52,37
linecfbp_power_rank,linecfbp_wilson_ratings,Power Rank,Wilson Ratings,2636,True,0.9310999363688982,0.38175606909556864,0.9542585912988522,0.6125532739248354,3.733308042488619,3.733308042488619,0.5189437428243399,0.48105625717566014,512,504
linecfbp_sportsline,sagarin_golden_mean,SportsLine,Sagarin Golden Mean,1613,True,0.9195195006490683,0.38175088618561875,0.9336712246496939,0.6290424857324033,4.575660260384377,4.6496962182269055,0.463112213267204,0.536887786732796,306,305
linept_bill,linept_laz,Billingsley,Laz Index,3893,True,0.8267997140196939,0.38136466015591064,0.9056504670584925,0.6370884773662552,5.322838427947598,5.322838427947598,0.4602725636410388,0.5397274363589611,669,710
linecfbp_trent_sorensen,linept_elo,Trent Sorensen,Beck Elo,1051,True,0.7892998058498372,0.38122381683663575,0.8731927823903416,0.5862068965517241,6.611883920076118,6.642483349191246,0.45290199809705045,0.5470980019029495,226,206
piratings_mean,sagarin_golden_mean,Pi-Ratings Mean,Sagarin Golden Mean,3943,True,0.9462392652632136,0.38119572222508435,0.952435503995304,0.6414609053497943,3.620448896779102,3.6201952827796093,0.5034272658035034,0.49657273419649656,677,726
linept_dwig,linept_laz,DP Dwiggins,Laz Index,3886,True,0.9050091334531323,0.3810718296116981,0.9059493382923316,0.6576217079010375,5.091896551724138,5.091896551724138,0.45842985842985845,0.5415701415701416,627,706
dokter_entropy,linecfbp_cfbwe_margin,Dokter Entropy,CFBWE: Margin,516,True,0.9339809137578314,0.38104061766670205,0.9519554885766022,0.581532416502947,3.7822286821705426,3.8981976744186047,0.49416342412451364,0.5058365758754864,105,108
linept_cather,piratings,linecather,Pi-Ratings,923,True,0.9351402297444146,0.3806754814398334,0.932696128001288,0.6503416856492027,4.532199349945829,4.532199349945829,0.440567066521265,0.559432933478735,142,183
linecfbp_power_rank_free,linept_bihl,Power Rank: Free,Bihl System,856,True,0.915979421548347,0.38050957693303705,0.9512822374782637,0.6103286384976526,3.94428738317757,4.1073714953271026,0.5105140186915887,0.4894859813084112,186,157
linecfbp_cfbwe_margin,linept_laz,CFBWE: Margin,Laz Index,515,True,0.9030366034662981,0.38012559545601693,0.9341635346820453,0.5992141453831041,4.560019417475728,4.620485436893205,0.5106796116504855,0.4893203883495146,96,109
linecfbp_cfb_graphs,linept_log,CFB Graphs,Logistic Regression,977,True,0.5992013366997319,0.3799329145695556,0.8634474072069543,0.6326109391124871,6.9824257932446265,7.037737973387922,0.5840163934426229,0.41598360655737704,170,192
linept_kam,linept_super,Edward Kambour,linesuper,769,True,0.9189442359877901,0.3798659203879507,0.8524315460115991,0.6114732724902217,7.871521456436932,7.871521456436932,0.5630689206762028,0.43693107932379716,136,155
linept_loud,linept_payne,Loudsound.org,linepayne,3042,True,0.7147100269421706,0.37972102861190116,0.8512667318559998,0.6819407008086253,6.798224852071005,6.798224852071006,0.48157894736842105,0.5184210526315789,477,476
linecfbp_cfb_geek,sagarin_predictor,CFB Geek,Sagarin Predictor,2122,True,0.9495526667085868,0.3794156188406607,0.9537139092551621,0.6192965779467681,3.712469368520264,3.800273327049953,0.4839622641509434,0.5160377358490567,418,397
linept_born,linept_elo,Born Power Index,Beck Elo,3133,True,0.9327362743505571,0.3793141048093232,0.923808008194971,0.6117684681803646,5.070884136610278,5.070884136610278,0.49936143039591313,0.5006385696040868,609,587
linept_bill,linept_curry,Billingsley,Daniel Curry Index,3892,True,0.8997422097215895,0.37926265799170067,0.8985818394409907,0.6230393417330934,5.853874614594039,5.853874614594039,0.488940329218107,0.511059670781893,731,706
harville,linept_curry,David Harville,Daniel Curry Index,3893,True,0.9315733790143746,0.379244710371594,0.9295032323368752,0.6077674897119342,4.796272797328538,4.796272797328538,0.532133676092545,0.46786632390745503,757,736
linecfbp_matt_grissom,linecfbp_power_rank,Matt Grissom,Power Rank,1098,True,0.9607264971720608,0.3792177903572419,0.9617415390812142,0.600925925925926,3.296448087431694,3.296448087431694,0.4806985294117647,0.5193014705882353,225,209
