ranking_method,top_n,top_n_label,line_reference,edge_cutoff_points,bets,wins,losses,pushes,ats_pct,wilson_low,wilson_high,units_flat,roi_flat,profitable_folds
mae,8,8,Open,0.5,825,423,402,15,0.5127272727272727,0.47863920246626646,0.5466973636520365,-17.45454545454544,-0.02115702479338841,2
mae,8,8,Open,1.0,273,145,128,9,0.5311355311355311,0.4719168616236352,0.5894900945563609,3.818181818181813,0.013986013986013967,3
mae,8,8,Open,1.5,81,50,31,3,0.6172839506172839,0.508410467539316,0.7155362755678389,14.454545454545453,0.17845117845117844,6
mae,8,8,Open,2.0,23,16,7,1,0.6956521739130435,0.49133870939427393,0.8439617197902755,7.545454545454545,0.32806324110671936,4
mae,8,8,Open,3.0,1,0,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,0
mae,8,8,Open,4.0,0,0,0,0,,,,0.0,,0
mae,10,10,Close (PT Updated/final),0.0,2272,1138,1134,51,0.5008802816901409,0.48033624411524994,0.521421347449998,-99.4545454545455,-0.043774007682458406,2
mae,10,10,Close (PT Updated/final),0.5,371,188,183,6,0.5067385444743935,0.45605635986993254,0.5572826078433628,-12.090909090909093,-0.03259005145797599,4
mae,10,10,Close (PT Updated/final),1.0,65,30,35,0,0.46153846153846156,0.34590137149936684,0.5814681260137647,-7.727272727272727,-0.11888111888111887,1
mae,10,10,Close (PT Updated/final),1.5,5,2,3,0,0.4,0.1176182311592533,0.769280067791163,-1.1818181818181819,-0.2363636363636364,0
mae,10,10,Close (PT Updated/final),2.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,10,10,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
mae,10,10,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
mae,10,10,Midweek,0.0,2281,1153,1128,42,0.505480052608505,0.4849699832562292,0.5259716942762528,-79.81818181818176,-0.03499262683830853,2
mae,10,10,Midweek,0.5,487,242,245,10,0.49691991786447637,0.4527109404942311,0.5411771081145258,-25.0,-0.0513347022587269,4
mae,10,10,Midweek,1.0,92,45,47,2,0.4891304347826087,0.38948537521624554,0.5896468596379305,-6.0909090909090935,-0.06620553359683798,2
mae,10,10,Midweek,1.5,15,6,9,0,0.4,0.19824228082594664,0.642535572434923,-3.545454545454546,-0.2363636363636364,1
mae,10,10,Midweek,2.0,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.8181818181818181,0.2727272727272727,1
mae,10,10,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,10,10,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,10,10,Open,0.0,2288,1156,1132,35,0.5052447552447552,0.4847663372486438,0.5257055906542268,-81.09090909090924,-0.03544183089637641,1
mae,10,10,Open,0.5,1020,529,491,18,0.5186274509803922,0.4879513710578126,0.5491637451867316,-10.090909090909122,-0.009893048128342276,3
mae,10,10,Open,1.0,365,196,169,8,0.536986301369863,0.48571170575360473,0.5874904493178404,9.181818181818187,0.02515566625155668,5
mae,10,10,Open,1.5,110,71,39,3,0.6454545454545455,0.5525323623689828,0.7285599624050894,25.545454545454547,0.2322314049586777,6
mae,10,10,Open,2.0,32,19,13,2,0.59375,0.4225972657298823,0.744805975196862,4.272727272727273,0.1335227272727273,3
mae,10,10,Open,3.0,3,0,3,0,0.0,0.0,0.5615060804490177,-3.0,-1.0,0
mae,10,10,Open,4.0,0,0,0,0,,,,0.0,,0
mae,15,15,Close (PT Updated/final),0.0,2374,1183,1191,52,0.4983150800336984,0.47822075954602444,0.5184148447768202,-115.5454545454545,-0.04867121084475758,1
mae,15,15,Close (PT Updated/final),0.5,273,135,138,5,0.4945054945054945,0.4356859099928829,0.5534775683282943,-15.27272727272728,-0.05594405594405597,4
mae,15,15,Close (PT Updated/final),1.0,41,19,22,0,0.4634146341463415,0.32055999118185885,0.6125378465402564,-4.727272727272727,-0.11529933481152992,0
mae,15,15,Close (PT Updated/final),1.5,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-1.0909090909090908,-0.3636363636363636,0
mae,15,15,Close (PT Updated/final),2.0,0,0,0,0,,,,0.0,,0
mae,15,15,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
mae,15,15,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
mae,15,15,Midweek,0.0,2382,1184,1198,44,0.49706129303106633,0.47700293660088544,0.5171291130708111,-121.63636363636374,-0.051064804213418864,1
mae,15,15,Midweek,0.5,387,201,186,9,0.5193798449612403,0.4696554705127615,0.5687232486409826,-3.2727272727272805,-0.008456659619450337,4
mae,15,15,Midweek,1.0,61,30,31,2,0.4918032786885246,0.37060186643725185,0.6139759354676981,-3.7272727272727266,-0.061102831594634865,2
mae,15,15,Midweek,1.5,5,3,2,0,0.6,0.23071993220883708,0.8823817688407467,0.7272727272727271,0.14545454545454542,2
mae,15,15,Midweek,2.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,15,15,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,15,15,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,15,15,Open,0.0,2390,1232,1158,36,0.5154811715481171,0.49543603440361017,0.5354766208029833,-38.0,-0.015899581589958158,3
mae,15,15,Open,0.5,1077,551,526,21,0.5116063138347261,0.4817642271045309,0.54136589668049,-25.090909090909122,-0.023297037224613855,3
mae,15,15,Open,1.0,362,182,180,8,0.5027624309392266,0.4514976881492561,0.5539691587046831,-14.545454545454561,-0.04018081366147669,2
mae,15,15,Open,1.5,102,64,38,4,0.6274509803921569,0.5305983908791685,0.7150517126717983,20.18181818181818,0.1978609625668449,6
mae,15,15,Open,2.0,32,17,15,0,0.53125,0.3644923793257382,0.6913087009831766,0.45454545454545325,0.014204545454545414,2
mae,15,15,Open,3.0,0,0,0,0,,,,0.0,,0
mae,15,15,Open,4.0,0,0,0,0,,,,0.0,,0
mae,20,20,Close (PT Updated/final),0.0,2374,1194,1180,52,0.5029486099410277,0.48284703857617056,0.5230406538588512,-94.5454545454545,-0.03982538102167418,2
mae,20,20,Close (PT Updated/final),0.5,298,157,141,6,0.5268456375838926,0.47017683646701836,0.5828310988208941,1.7272727272727195,0.005796217205613153,4
mae,20,20,Close (PT Updated/final),1.0,58,31,27,1,0.5344827586206896,0.40799953310272974,0.6566818464217328,1.1818181818181799,0.02037617554858931,3
mae,20,20,Close (PT Updated/final),1.5,6,3,3,0,0.5,0.18761280689940868,0.8123871931005913,-0.27272727272727293,-0.04545454545454549,0
mae,20,20,Close (PT Updated/final),2.0,1,0,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,0
mae,20,20,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
mae,20,20,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
mae,20,20,Midweek,0.0,2382,1179,1203,44,0.49496221662468515,0.47490791085074546,0.5150327457293058,-131.18181818181824,-0.0550721318983284,1
mae,20,20,Midweek,0.5,379,194,185,5,0.5118733509234829,0.461682171620352,0.5618262454377735,-8.636363636363654,-0.022787239146078244,4
mae,20,20,Midweek,1.0,64,33,31,2,0.515625,0.3958139224399903,0.6336665143421609,-1.0,-0.015625,3
mae,20,20,Midweek,1.5,5,3,2,0,0.6,0.23071993220883708,0.8823817688407467,0.7272727272727271,0.14545454545454542,1
mae,20,20,Midweek,2.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,20,20,Midweek,3.0,0,0,0,0,,,,0.0,,0
mae,20,20,Midweek,4.0,0,0,0,0,,,,0.0,,0
mae,20,20,Open,0.0,2390,1219,1171,36,0.5100418410041841,0.4899998784287721,0.5300515735971265,-62.818181818181756,-0.026283758082921237,2
mae,20,20,Open,0.5,914,469,445,15,0.513129102844639,0.4807376476880212,0.5454106550256497,-18.636363636363626,-0.02038989456932563,2
mae,20,20,Open,1.0,253,138,115,7,0.5454545454545454,0.48387452376699663,0.6056748327235405,10.454545454545453,0.04132231404958677,6
mae,20,20,Open,1.5,71,42,29,2,0.5915492957746479,0.4753857081544497,0.6983144799762155,9.18181818181818,0.12932138284250957,5
mae,20,20,Open,2.0,19,10,9,0,0.5263157894736842,0.31707482511825114,0.7267049451255145,0.09090909090908994,0.00478468899521526,2
mae,20,20,Open,3.0,0,0,0,0,,,,0.0,,0
mae,20,20,Open,4.0,0,0,0,0,,,,0.0,,0
mae,25,25,Close (PT Updated/final),0.0,2374,1197,1177,52,0.504212299915754,0.4841090501022331,0.5243019390906553,-88.81818181818176,-0.03741288197901506,1
mae,25,25,Close (PT Updated/final),0.5,320,166,154,6,0.51875,0.46410766801500264,0.5729474848745583,-3.0909090909090935,-0.009659090909090918,4
mae,25,25,Close (PT Updated/final),1.0,61,29,32,1,0.47540983606557374,0.3553028228679598,0.5984305828468899,-5.636363636363637,-0.09239940387481371,1
mae,25,25,Close (PT Updated/final),1.5,7,3,4,0,0.42857142857142855,0.15821692226262685,0.7495457695909742,-1.272727272727273,-0.18181818181818185,0
mae,25,25,Close (PT Updated/final),2.0,1,0,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,0
mae,25,25,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
mae,25,25,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
mae,25,25,Midweek,0.0,2382,1191,1191,44,0.5,0.47993656578445215,0.5200634342155478,-108.27272727272725,-0.04545454545454545,1
mae,25,25,Midweek,0.5,358,180,178,5,0.5027932960893855,0.4512455064082797,0.5542817740370863,-14.363636363636374,-0.04012188928390049,3
mae,25,25,Midweek,1.0,56,30,26,2,0.5357142857142857,0.4070395665724008,0.6598035659641625,1.2727272727272734,0.02272727272727274,4
mae,25,25,Midweek,1.5,7,4,3,1,0.5714285714285714,0.2504542304090258,0.8417830777373732,0.6363636363636362,0.0909090909090909,1
mae,25,25,Midweek,2.0,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-0.09090909090909094,-0.04545454545454547,1
mae,25,25,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,25,25,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,25,25,Open,0.0,2390,1206,1184,36,0.5046025104602511,0.4845660905919466,0.5246241582532569,-87.63636363636374,-0.03666793457588441,1
mae,25,25,Open,0.5,867,441,426,14,0.5086505190311419,0.47540825397806796,0.5418164628935194,-25.090909090909122,-0.02893991821327465,2
mae,25,25,Open,1.0,207,119,88,5,0.5748792270531401,0.5067707639459569,0.6402590442133438,20.181818181818173,0.09749670619235833,6
mae,25,25,Open,1.5,46,27,19,1,0.5869565217391305,0.4433924238701789,0.7171160670289898,5.545454545454543,0.12055335968379442,5
mae,25,25,Open,2.0,8,3,5,0,0.375,0.13684175946152105,0.6942621454161981,-2.272727272727273,-0.2840909090909091,0
mae,25,25,Open,3.0,0,0,0,0,,,,0.0,,0
mae,25,25,Open,4.0,0,0,0,0,,,,0.0,,0
mae,35,35,Close (PT Updated/final),0.0,2374,1193,1181,52,0.5025273799494524,0.48242639655066033,0.5226201969650726,-96.4545454545455,-0.040629547369227255,1
mae,35,35,Close (PT Updated/final),0.5,403,201,202,9,0.4987593052109181,0.45018491657611553,0.5473571243557853,-19.27272727272728,-0.04782314459733816,2
mae,35,35,Close (PT Updated/final),1.0,70,34,36,1,0.4857142857142857,0.37245682382738127,0.6004581725973982,-5.0909090909090935,-0.07272727272727277,1
mae,35,35,Close (PT Updated/final),1.5,11,6,5,0,0.5454545454545454,0.28008775568998817,0.7872904245601196,0.45454545454545414,0.04132231404958674,1
mae,35,35,Close (PT Updated/final),2.0,1,0,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,0
mae,35,35,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
mae,35,35,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
mae,35,35,Midweek,0.0,2382,1213,1169,44,0.5092359361880773,0.4891610482885807,0.5292810813146589,-66.27272727272725,-0.02782230364094343,3
mae,35,35,Midweek,0.5,383,188,195,6,0.4908616187989556,0.4411342114634354,0.5407705268066989,-24.090909090909093,-0.06290054592926657,0
mae,35,35,Midweek,1.0,67,32,35,3,0.47761194029850745,0.36250188635242525,0.5951501147316833,-5.90909090909091,-0.0881953867028494,2
mae,35,35,Midweek,1.5,9,5,4,1,0.5555555555555556,0.2666473457440297,0.811224570528086,0.545454545454545,0.06060606060606055,1
mae,35,35,Midweek,2.0,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-0.09090909090909094,-0.04545454545454547,1
mae,35,35,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,35,35,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,35,35,Open,0.0,2390,1195,1195,36,0.5,0.47997011892318087,0.5200298810768191,-108.63636363636374,-0.0454545454545455,0
mae,35,35,Open,0.5,659,333,326,12,0.5053110773899848,0.46721783767320446,0.543342754782067,-23.27272727272731,-0.035315215891847204,3
mae,35,35,Open,1.0,112,54,58,1,0.48214285714285715,0.39173830204135623,0.5737317881507682,-8.909090909090914,-0.07954545454545459,4
mae,35,35,Open,1.5,18,7,11,0,0.3888888888888889,0.20304991926931162,0.6138133141934384,-4.636363636363637,-0.25757575757575757,0
mae,35,35,Open,2.0,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-0.09090909090909094,-0.04545454545454547,1
mae,35,35,Open,3.0,0,0,0,0,,,,0.0,,0
mae,35,35,Open,4.0,0,0,0,0,,,,0.0,,0
mae,999,All,Close (PT Updated/final),0.0,2374,1195,1179,52,0.5033698399326032,0.483267694843113,0.5234610965111977,-92.63636363636374,-0.0390212146741212,1
mae,999,All,Close (PT Updated/final),0.5,855,437,418,18,0.5111111111111111,0.4776293801773442,0.5444934420054656,-20.727272727272748,-0.024242424242424267,3
mae,999,All,Close (PT Updated/final),1.0,274,151,123,5,0.551094890510949,0.49189869711839995,0.6088781483935753,14.27272727272728,0.05209024552090248,5
mae,999,All,Close (PT Updated/final),1.5,62,37,25,1,0.5967741935483871,0.4725024243632989,0.7097531708834752,8.636363636363633,0.13929618768328442,4
mae,999,All,Close (PT Updated/final),2.0,15,10,5,0,0.6666666666666666,0.41713125151212976,0.8482389930530876,4.09090909090909,0.27272727272727265,2
mae,999,All,Close (PT Updated/final),3.0,2,0,2,0,0.0,0.0,0.6576280471103807,-2.0,-1.0,0
mae,999,All,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
mae,999,All,Midweek,0.0,2382,1197,1185,44,0.5025188916876574,0.4824516558286754,0.5225780158812989,-96.81818181818176,-0.04064575223265397,2
mae,999,All,Midweek,0.5,799,405,394,12,0.5068836045056321,0.47226706816726516,0.5414342646983961,-25.818181818181813,-0.0323131186710661,2
mae,999,All,Midweek,1.0,240,127,113,2,0.5291666666666667,0.46605389791998963,0.5913604235083475,2.4545454545454533,0.010227272727272722,3
mae,999,All,Midweek,1.5,49,27,22,1,0.5510204081632653,0.41314866799678107,0.6814737507036366,2.545454545454543,0.0519480519480519,2
mae,999,All,Midweek,2.0,17,12,5,0,0.7058823529411765,0.468664666737861,0.8672020613444361,5.909090909090908,0.3475935828877005,2
mae,999,All,Midweek,3.0,2,0,2,0,0.0,0.0,0.6576280471103807,-2.0,-1.0,0
mae,999,All,Midweek,4.0,1,0,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,0
mae,999,All,Open,0.0,2390,1212,1178,36,0.507112970711297,0.48707369849639315,0.5271294133552847,-76.18181818181824,-0.031875237732978345,1
mae,999,All,Open,0.5,111,56,55,1,0.5045045045045045,0.4129089369409994,0.5957987090688087,-4.0909090909090935,-0.036855036855036875,2
mae,999,All,Open,1.0,4,2,2,0,0.5,0.15003570882017148,0.8499642911798285,-0.18181818181818188,-0.04545454545454547,0
mae,999,All,Open,1.5,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
mae,999,All,Open,2.0,0,0,0,0,,,,0.0,,0
mae,999,All,Open,3.0,0,0,0,0,,,,0.0,,0
mae,999,All,Open,4.0,0,0,0,0,,,,0.0,,0
wilson,3,3,Close (PT Updated/final),0.0,2034,1039,995,46,0.5108161258603736,0.48909175422725126,0.532499717847909,-50.454545454545496,-0.024805577902923055,3
wilson,3,3,Close (PT Updated/final),0.5,484,238,246,13,0.49173553719008267,0.4474369138190245,0.5361643206800425,-29.636363636363654,-0.061232156273478625,3
wilson,3,3,Close (PT Updated/final),1.0,211,104,107,6,0.4928909952606635,0.42616467018765203,0.5598715537093958,-12.454545454545453,-0.05902628177509694,1
wilson,3,3,Close (PT Updated/final),1.5,94,47,47,2,0.5,0.4009249494369979,0.599075050563002,-4.272727272727273,-0.04545454545454546,1
wilson,3,3,Close (PT Updated/final),2.0,37,22,15,1,0.5945945945945946,0.4348568313132931,0.7365370416005986,5.0,0.13513513513513514,1
wilson,3,3,Close (PT Updated/final),3.0,8,4,4,0,0.5,0.21521252682444186,0.7847874731755582,-0.36363636363636376,-0.04545454545454547,0
wilson,3,3,Close (PT Updated/final),4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,3,3,Midweek,0.0,2382,1207,1175,44,0.5067170445004198,0.48664460236896595,0.5267678555242988,-77.72727272727275,-0.032631096862834906,2
wilson,3,3,Midweek,0.5,443,234,209,8,0.5282167042889391,0.4816867406038925,0.5742614969818649,3.7272727272727195,0.008413708187974536,3
wilson,3,3,Midweek,1.0,78,42,36,3,0.5384615384615384,0.42863448388730346,0.6446778658223795,2.18181818181818,0.027972027972027948,4
wilson,3,3,Midweek,1.5,6,4,2,0,0.6666666666666666,0.29998832134152864,0.9032306674407831,1.6363636363636362,0.2727272727272727,2
wilson,3,3,Midweek,2.0,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-0.09090909090909094,-0.04545454545454547,1
wilson,3,3,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,3,3,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,3,3,Open,0.0,2204,1149,1055,35,0.5213248638838476,0.5004501705252391,0.542125347573523,-10.454545454545496,-0.00474344167629106,5
wilson,3,3,Open,0.5,782,413,369,15,0.5281329923273658,0.4930916091142047,0.5628993183195173,6.454545454545439,0.008253894443152736,3
wilson,3,3,Open,1.0,177,96,81,5,0.5423728813559322,0.4688546175834955,0.6140908993772038,6.272727272727266,0.035439137134052355,3
wilson,3,3,Open,1.5,28,11,17,0,0.39285714285714285,0.23565451827580033,0.575912739650937,-7.0,-0.25,2
wilson,3,3,Open,2.0,5,3,2,0,0.6,0.23071993220883708,0.8823817688407467,0.7272727272727271,0.14545454545454542,2
wilson,3,3,Open,3.0,0,0,0,0,,,,0.0,,0
wilson,3,3,Open,4.0,0,0,0,0,,,,0.0,,0
wilson,5,5,Close (PT Updated/final),0.0,2374,1181,1193,52,0.4974726200505476,0.4773798030349274,0.5175736034493397,-119.36363636363649,-0.050279543539863726,1
wilson,5,5,Close (PT Updated/final),0.5,328,169,159,5,0.5152439024390244,0.4612948259661439,0.5688400335571949,-5.363636363636374,-0.016352549889135287,4
wilson,5,5,Close (PT Updated/final),1.0,52,24,28,1,0.46153846153846156,0.3334025986239788,0.5949662160231659,-6.181818181818183,-0.11888111888111891,1
wilson,5,5,Close (PT Updated/final),1.5,8,4,4,0,0.5,0.21521252682444186,0.7847874731755582,-0.36363636363636376,-0.04545454545454547,0
wilson,5,5,Close (PT Updated/final),2.0,0,0,0,0,,,,0.0,,0
wilson,5,5,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
wilson,5,5,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
wilson,5,5,Midweek,0.0,2382,1214,1168,44,0.5096557514693535,0.48958050538892844,0.5296999028326401,-64.36363636363649,-0.02702083810396158,2
wilson,5,5,Midweek,0.5,449,233,216,11,0.5189309576837416,0.47275063174607557,0.5647900888944309,-4.181818181818187,-0.009313626240129592,3
wilson,5,5,Midweek,1.0,85,44,41,4,0.5176470588235295,0.41297360126349636,0.6207943632936481,-1.0,-0.011764705882352941,3
wilson,5,5,Midweek,1.5,13,7,6,2,0.5384615384615384,0.2914343243183205,0.7679424569851186,0.3636363636363633,0.027972027972027948,2
wilson,5,5,Midweek,2.0,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-0.09090909090909094,-0.04545454545454547,1
wilson,5,5,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,5,5,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,5,5,Open,0.0,2390,1214,1176,36,0.507949790794979,0.4879096798572394,0.5279643863299301,-72.36363636363649,-0.030277672118676355,2
wilson,5,5,Open,0.5,899,473,426,16,0.5261401557285873,0.49345812346571283,0.558599734745517,4.0,0.004449388209121246,5
wilson,5,5,Open,1.0,217,120,97,5,0.5529953917050692,0.486492935651486,0.6176541091081971,12.090909090909093,0.055718475073313796,5
wilson,5,5,Open,1.5,42,20,22,1,0.47619047619047616,0.3335936447596496,0.6227778605979295,-3.81818181818182,-0.09090909090909095,3
wilson,5,5,Open,2.0,5,4,1,1,0.8,0.3755282641185388,0.9637768390302125,2.6363636363636362,0.5272727272727272,2
wilson,5,5,Open,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,5,5,Open,4.0,0,0,0,0,,,,0.0,,0
wilson,8,8,Close (PT Updated/final),0.0,2374,1205,1169,52,0.5075821398483572,0.4874750408562567,0.527664739690942,-73.5454545454545,-0.030979551198590777,2
wilson,8,8,Close (PT Updated/final),0.5,300,153,147,4,0.51,0.45366316504261445,0.5660839663574307,-7.9090909090909065,-0.026363636363636356,4
wilson,8,8,Close (PT Updated/final),1.0,55,25,30,1,0.45454545454545453,0.33025071746446194,0.5847753865163952,-7.272727272727273,-0.1322314049586777,1
wilson,8,8,Close (PT Updated/final),1.5,4,2,2,0,0.5,0.15003570882017148,0.8499642911798285,-0.18181818181818188,-0.04545454545454547,0
wilson,8,8,Close (PT Updated/final),2.0,0,0,0,0,,,,0.0,,0
wilson,8,8,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
wilson,8,8,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
wilson,8,8,Midweek,0.0,2382,1197,1185,44,0.5025188916876574,0.4824516558286754,0.5225780158812989,-96.81818181818176,-0.04064575223265397,1
wilson,8,8,Midweek,0.5,476,238,238,7,0.5,0.45526194208175763,0.5447380579182424,-21.636363636363654,-0.04545454545454549,3
wilson,8,8,Midweek,1.0,69,33,36,3,0.4782608695652174,0.36468525497597737,0.5941294882476751,-6.0,-0.08695652173913043,3
wilson,8,8,Midweek,1.5,7,5,2,0,0.7142857142857143,0.35892909014821267,0.9177828342909844,2.545454545454545,0.3636363636363636,2
wilson,8,8,Midweek,2.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,8,8,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,8,8,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,8,8,Open,0.0,2390,1207,1183,36,0.505020920502092,0.48498399022666466,0.5250417357862847,-85.72727272727275,-0.03586915176873337,2
wilson,8,8,Open,0.5,834,441,393,16,0.5287769784172662,0.4948441579214774,0.5624459074082938,7.909090909090878,0.009483322432962684,5
wilson,8,8,Open,1.0,183,98,85,4,0.5355191256830601,0.46327115969057303,0.6063064932518125,4.0909090909090935,0.02235469448584204,4
wilson,8,8,Open,1.5,28,16,12,1,0.5714285714285714,0.390704789856154,0.7349170381926877,2.545454545454545,0.0909090909090909,3
wilson,8,8,Open,2.0,6,4,2,1,0.6666666666666666,0.29998832134152864,0.9032306674407831,1.6363636363636362,0.2727272727272727,2
wilson,8,8,Open,3.0,0,0,0,0,,,,0.0,,0
wilson,8,8,Open,4.0,0,0,0,0,,,,0.0,,0
wilson,10,10,Close (PT Updated/final),0.0,2374,1205,1169,52,0.5075821398483572,0.4874750408562567,0.527664739690942,-73.5454545454545,-0.030979551198590777,1
wilson,10,10,Close (PT Updated/final),0.5,297,151,146,5,0.5084175084175084,0.45181679634460165,0.5648032455644959,-8.72727272727272,-0.029384756657483906,3
wilson,10,10,Close (PT Updated/final),1.0,52,25,27,0,0.4807692307692308,0.35103894702884453,0.6131454602947278,-4.272727272727273,-0.08216783216783217,0
wilson,10,10,Close (PT Updated/final),1.5,7,4,3,0,0.5714285714285714,0.2504542304090258,0.8417830777373732,0.6363636363636362,0.0909090909090909,1
wilson,10,10,Close (PT Updated/final),2.0,0,0,0,0,,,,0.0,,0
wilson,10,10,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
wilson,10,10,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
wilson,10,10,Midweek,0.0,2382,1189,1193,44,0.4991603694374475,0.4790983154092125,0.5192251273541293,-112.09090909090924,-0.047057476528509334,0
wilson,10,10,Midweek,0.5,441,217,224,9,0.49206349206349204,0.44567310828411516,0.5385909533504082,-26.727272727272748,-0.060606060606060656,2
wilson,10,10,Midweek,1.0,54,26,28,2,0.48148148148148145,0.3539375603654322,0.6114852495153457,-4.363636363636363,-0.0808080808080808,2
wilson,10,10,Midweek,1.5,5,3,2,0,0.6,0.23071993220883708,0.8823817688407467,0.7272727272727271,0.14545454545454542,1
wilson,10,10,Midweek,2.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,10,10,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,10,10,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
wilson,10,10,Open,0.0,2390,1193,1197,36,0.499163179916318,0.4791346697629999,0.5191943759015085,-112.4545454545455,-0.04705211106884749,1
wilson,10,10,Open,0.5,728,379,349,17,0.5206043956043956,0.4843010866572844,0.5566913904033254,-4.454545454545439,-0.006118881118881097,3
wilson,10,10,Open,1.0,171,94,77,5,0.5497076023391813,0.47485992004894606,0.6223709449168287,8.454545454545453,0.04944178628389154,4
wilson,10,10,Open,1.5,26,16,10,1,0.6153846153846154,0.42534520039420076,0.7757164048816557,4.545454545454545,0.17482517482517482,4
wilson,10,10,Open,2.0,4,3,1,0,0.75,0.3006360524426366,0.9544139373553637,1.727272727272727,0.43181818181818177,2
wilson,10,10,Open,3.0,0,0,0,0,,,,0.0,,0
wilson,10,10,Open,4.0,0,0,0,0,,,,0.0,,0
wilson,15,15,Close (PT Updated/final),0.0,2374,1202,1172,52,0.506318449873631,0.4862126874947017,0.5264037962946304,-79.27272727272725,-0.033392050241249895,0
wilson,15,15,Close (PT Updated/final),0.5,371,183,188,7,0.49326145552560646,0.4427173921566372,0.5439436401300675,-21.636363636363654,-0.058319039451114975,3
wilson,15,15,Close (PT Updated/final),1.0,70,43,27,1,0.6142857142857143,0.4971552064563055,0.7195248221454583,12.090909090909086,0.17272727272727267,3
