canonical_model_id,model_name,history_n,model_mse,model_mae,selector_score,quality_rank,coverage_fraction,eligible_history,score_2024,rank_2024,n_2024,mse_2024,score_2025,rank_2025,n_2025,mse_2025,season_rank_mean,season_rank_sd,seasons_top20,seasons_top10,first_modern_season,last_modern_season,modern_seasons_present,selection_tier,entrant_flag,stable_top20_flag,fast_review_flag
harville,David Harville,1606,244.047934308842,12.3982876712329,1.0243247510988,21,1,TRUE,0.985477302393489,21,798,249.409180200501,1.07129998517103,14,808,238.753040470297,17.5,4.94974746830583,1,0,2021,2025,5,BENCH,FALSE,TRUE,E_bench_monitor
linept_pugh,Pugh Ratings,1558,256.065146405648,12.7231514762516,1.01658125585992,22,0.970112079701121,TRUE,0.980700384479085,22,798,259.794998621554,1.05368142205158,24,760,252.148801578947,23,1.4142135623731,0,0,2021,2025,5,BENCH,FALSE,FALSE,E_bench_monitor
teamrankings,TeamRankings.com,1606,240.82700516812,12.2781506849315,1.01640032863574,23,1,TRUE,1.005193430916,12,798,246.707995238095,1.0427805853788,25,808,235.018799628713,18.5,9.19238815542512,1,0,2021,2025,5,BENCH,FALSE,TRUE,E_bench_monitor
espn_fpi,ESPN FPI,1606,243.666633312578,12.312496886675,1.01169649002521,24,1,TRUE,1.04583254287379,3,798,243.65291679198,0.991756833628537,42,808,243.680180074257,22.5,27.5771644662754,1,1,2021,2025,5,BENCH,FALSE,TRUE,E_bench_monitor
linecfbp_john_harris,John Harris,1098,232.133087431694,11.9459927140255,1.00759543935044,25,0.683686176836862,TRUE,0.990965252050034,18,548,247.646423357664,1.06321420184852,20,550,216.676163636364,19,1.4142135623731,2,0,2024,2025,2,BENCH,FALSE,TRUE,E_bench_monitor
linecfbp_sportsratings,SportsRatings,550,253.732127272727,12.4969090909091,1.00232430396955,26,0.342465753424658,TRUE,,,,,0.98849269718477,44,550,253.732127272727,44,,0,0,2025,2025,1,BENCH,TRUE,FALSE,D_new_monitor
keeper,Keeper,1606,259.666593088418,12.8409775840598,0.994276160232021,27,1,TRUE,0.971358398238675,24,798,267.965766290727,1.02415341589186,31,808,251.470132425743,27.5,4.94974746830583,0,0,2021,2025,5,BENCH,FALSE,FALSE,E_bench_monitor
linecfbp_trent_sorensen,Trent Sorensen,1098,294.582750455373,13.5899817850638,0.993989844737771,28,0.683686176836862,TRUE,0.946223303436159,40,548,317.733503649635,1.0175680391439,34,550,271.516181818182,37,4.24264068711929,0,0,2024,2025,2,BENCH,FALSE,FALSE,E_bench_monitor
linept_born,Born Power Index,796,267.197469095477,12.917864321608,0.990177364735051,29,0.495641344956414,TRUE,1.01014965128971,11,796,267.197469095477,,,,,11,,1,0,2021,2024,4,BENCH,FALSE,TRUE,E_bench_monitor
congrove,Congrove Computer Rankings,1606,264.942654296389,12.9551681195517,0.988969371755849,30,1,TRUE,0.995260238664811,17,798,266.029103383459,0.985535247792818,45,808,263.869651361386,31,19.7989898732233,1,0,2021,2025,5,BENCH,FALSE,TRUE,E_bench_monitor
linecfbp_wilson_ratings,Wilson Ratings,1098,251.33364298725,12.3710382513661,0.987426976742483,31,0.683686176836862,TRUE,0.977962152159085,23,548,266.969306569343,1.01808448750098,33,550,235.754836363636,28,7.07106781186548,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
massey,Massey Ratings,1606,254.332474159402,12.6666562889166,0.986634592217632,32,1,TRUE,0.960456874922857,31,798,263.813998746867,1.02805985738931,29,808,244.968295173267,30,1.4142135623731,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_professor_sides,Professor Sides,1094,253.131096892139,12.4519195612431,0.986312743253887,33,0.681195516811955,TRUE,0.94297358237335,41,544,274.990091911765,1.05450937299462,23,550,231.510563636364,32,12.7279220613579,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_wayward,Waywardtrends,1559,255.162714496472,12.5756061577935,0.984097005608665,34,0.970734744707347,TRUE,0.968887045374682,27,798,260.995107142857,1.01677109862208,35,761,249.046749540079,31,5.65685424949238,0,0,2024,2025,2,MONITOR,FALSE,FALSE,E_bench_monitor
linept_pig,Pigskin Index,1106,253.623963471971,12.4728933092224,0.983175408546915,35,0.688667496886675,TRUE,1.02015891814743,8,767,252.957631421121,0.960712035533986,47,339,255.131564306785,27.5,27.5771644662754,1,1,2021,2025,5,MONITOR,FALSE,TRUE,E_bench_monitor
linecfbp_tshoe_index,TShoe Index,1096,246.326414233577,12.3006386861314,0.981818636376442,36,0.682440846824408,TRUE,1.01642451793515,10,548,260.338959854015,0.976171324353274,46,548,232.313868613139,28,25.4558441227157,1,1,2022,2025,4,MONITOR,FALSE,TRUE,E_bench_monitor
linept_dwig,DP Dwiggins,1557,276.9969492614,13.1242774566474,0.979700899527499,37,0.969489414694894,TRUE,0.949514325935629,37,796,280.079145728643,1.00954453215948,37,761,273.772996057819,37,0,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_kam,Edward Kambour,1559,258.082736626042,12.736561898653,0.974540583251556,38,0.970734744707347,TRUE,0.938064449396551,42,798,264.87902556391,1.03233687693498,28,761,250.956010512484,35,9.89949493661167,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_sp,SP+,1098,243.848879781421,12.2554644808743,0.974438404347624,39,0.683686176836862,TRUE,0.948357606109224,39,548,262.113339416058,1.04065177610638,27,550,225.650836363636,33,8.48528137423857,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_how,Howell,1559,277.593273187941,13.1504618345093,0.971820667488769,40,0.970734744707347,TRUE,0.896686505609565,50,798,288.099952005013,1.05792946135712,22,761,266.575757161629,36,19.7989898732233,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_bihl,Bihl System,865,251.838734682081,12.7749479768786,0.969277609863313,41,0.538605230386052,TRUE,0.960302927855005,32,452,250.845628097345,1.01102450032208,36,413,252.925621307506,34,2.82842712474619,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_elo,Beck Elo,1559,264.789526940346,12.8183771648493,0.968297786216547,42,0.970734744707347,TRUE,0.927689233985887,47,798,271.97080037594,1.02465723659738,30,761,257.259098291721,38.5,12.0208152801713,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_sportsline,SportsLine,1098,263.114754098361,12.8542805100182,0.964879422653403,43,0.683686176836862,TRUE,0.955022831484799,34,548,270.288321167883,0.992780262320514,41,550,255.967272727273,37.5,4.94974746830583,0,0,2023,2025,3,MONITOR,FALSE,FALSE,E_bench_monitor
linept_pfz,PerformanZ Ratings,1559,293.066201988454,13.5160038486209,0.957051175882597,44,0.970734744707347,TRUE,0.964742888166349,29,798,297.944022556391,0.945495351945267,52,761,287.951220630749,40.5,16.2634559672906,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
piratings_mean,Pi-Ratings Mean,1606,249.623867123288,12.5771232876712,0.95419972148315,45,1,TRUE,0.987348034917311,19,798,251.774060275689,0.95628975748342,49,808,247.500285272277,34,21.2132034355964,1,0,2021,2025,5,MONITOR,FALSE,TRUE,E_bench_monitor
fei,FEI Projections,1559,252.563226683772,12.5587556125722,0.953854684042729,46,0.970734744707347,TRUE,0.937704664726212,43,798,258.356203258145,1.00517580167567,39,761,246.488594218134,41,2.82842712474619,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_argh,Argh Ratings,798,275.888079573935,13.0911654135338,0.951053541298374,47,0.496886674968867,TRUE,0.970236684169663,26,798,275.888079573935,,,,,26,,0,0,2021,2024,4,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_cbcr2_power,CBCR2: Power,548,272.342262773723,13.2510948905109,0.944027892335077,48,0.341220423412204,TRUE,0.963069324964015,30,548,272.342262773723,,,,,30,,0,0,2023,2024,2,MONITOR,FALSE,FALSE,E_bench_monitor
linept_talis,Talisman Red,1555,261.43235170418,12.8713247588424,0.942325906499351,49,0.968244084682441,TRUE,0.869056323083664,55,796,278.383882663317,1.06354039193139,19,759,243.654461528327,37,25.4558441227157,1,0,2021,2025,5,MONITOR,FALSE,TRUE,E_bench_monitor
linept_kerns,Stephen Kerns,1559,299.548592366902,13.6178640153945,0.938865407056773,50,0.970734744707347,TRUE,0.986207175651385,20,798,288.560545238095,0.893162243636914,58,761,311.070880946124,39,26.8700576850888,1,0,2021,2025,5,MONITOR,FALSE,TRUE,E_bench_monitor
piratings,Pi-Ratings,1606,256.161133561644,12.7317372353674,0.935090971203242,51,1,TRUE,0.966158572617765,28,798,253.392982706767,0.940469787719758,53,808,258.895025123762,40.5,17.6776695296637,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_clean,Cleanup Hitter,1518,318.711069104084,14.0467654808959,0.930738624646022,52,0.945205479452055,TRUE,0.928950539266543,46,757,314.443714002642,0.922205981410263,56,761,322.955993955322,51,7.07106781186548,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_power_rank_free,Power Rank: Free,548,265.704653284672,12.9852189781022,0.930389139824271,53,0.341220423412204,TRUE,0.949155473179993,38,548,265.704653284672,,,,,38,,0,0,2022,2024,3,MONITOR,FALSE,FALSE,E_bench_monitor
linept_bill,Billingsley,1559,282.826027389352,13.3115779345734,0.930069952439005,54,0.970734744707347,TRUE,0.833657131201319,57,798,304.226555513785,1.06456396914993,17,761,260.385000525624,37,28.2842712474619,1,0,2021,2025,5,MONITOR,FALSE,TRUE,E_bench_monitor
linecfbp_ryder_analytics,Ryder Analytics,550,281.330509090909,13.2010909090909,0.923659669748292,55,0.342465753424658,TRUE,,,,,0.910913598138215,57,550,281.330509090909,57,,0,0,2025,2025,1,MONITOR,TRUE,FALSE,D_new_monitor
linecfbp_cfb_victory,CFB Victory,1098,283.799444444444,13.1696721311475,0.923536209099974,56,0.683686176836862,TRUE,0.911837960540103,49,548,295.449981751825,0.95654045147267,48,550,272.191272727273,48.5,0.707106781186548,0,0,2024,2025,2,MONITOR,FALSE,FALSE,E_bench_monitor
linept_curry,Daniel Curry Index,1559,273.337338742784,13.0655612572162,0.912132588949887,57,0.970734744707347,TRUE,0.874277957897563,54,798,292.346084085213,0.991364532062275,43,761,253.40438370565,48.5,7.77817459305202,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
piratings_bias,PI-Rate Bias,1606,255.454819613948,12.7379763387298,0.911798163961858,58,1,TRUE,0.937383709924258,44,798,256.475138220551,0.933072832701536,54,808,254.447128712871,49,7.07106781186548,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_rwp,Laffaye RWP,1550,299.381269612903,13.6602774193548,0.909214135275885,59,0.965130759651308,TRUE,0.882935930743214,53,790,311.963199746835,0.952398218671521,50,760,286.302684342105,51.5,2.12132034355964,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_round,lineround,537,293.558659217877,13.6405959031657,0.899891332159381,60,0.334371108343711,TRUE,0.918042512133834,48,537,293.558659217877,,,,,48,,0,0,2021,2024,4,MONITOR,FALSE,FALSE,E_bench_monitor
moore_ratings,Moore Power Ratings,1605,274.78244847352,13.1398130841122,0.898713893349587,61,0.999377334993773,TRUE,0.829540571409417,58,797,285.548705395232,1.00929016182584,38,808,264.162761881188,48,14.142135623731,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_beta_rank,Beta_Rank,1098,271.658278688525,13.0337887067395,0.894231294068852,62,0.683686176836862,TRUE,0.890255695230763,51,548,280.40852189781,0.947213862082651,51,550,262.939854545455,51,0,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_dunk,Dunkel Index,1388,271.537904899136,13.0612391930836,0.88424484517833,63,0.86425902864259,TRUE,0.932491112489739,45,716,269.591018435754,0.884322794951986,60,672,273.612266071429,52.5,10.6066017177982,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_loud,Loudsound.org,1554,328.400900900901,14.1962676962677,0.880997521890097,64,0.967621419676214,TRUE,0.845340805795581,56,793,336.702395964691,0.926741006209138,55,761,319.750328515112,55.5,0.707106781186548,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linecfbp_cfb_graphs,CFB Graphs,1098,270.686047358834,13.0608378870674,0.851925672613648,65,0.683686176836862,TRUE,0.885670793422809,52,548,279.39753649635,0.889114071044217,59,550,262.006236363636,55.5,4.94974746830583,0,0,2022,2025,4,MONITOR,FALSE,FALSE,E_bench_monitor
linept_log,Logistic Regression,742,358.431369137466,14.9174528301887,0.812083057689437,66,0.462017434620174,TRUE,0.812821688443113,59,392,376.806494132653,0.841097188419595,61,350,337.851229142857,60,1.4142135623731,0,0,2021,2025,5,MONITOR,FALSE,FALSE,E_bench_monitor
linept_paynep,linepaynep,787,360.395110800508,15.1082846251588,0.79034291024866,67,0.490037359900374,TRUE,0.806284453291455,60,787,360.395110800508,,,,,60,,0,0,2021,2024,4,MONITOR,FALSE,FALSE,E_bench_monitor
linept_payne,linepayne,787,374.671325540025,15.4808132147395,0.758646544360465,68,0.490037359900374,TRUE,0.773948758607424,61,787,374.671325540025,,,,,61,,0,0,2021,2024,4,MONITOR,FALSE,FALSE,E_bench_monitor
linept_paynewl,linepaynewl,787,396.529999237611,15.9014231257942,0.742323424381616,69,0.490037359900374,TRUE,0.757296394554438,62,787,396.529999237611,,,,,62,,0,0,2021,2024,4,MONITOR,FALSE,FALSE,E_bench_monitor
